,avgHighPrice,highPriceVolume,avgLowPrice,lowPriceVolume,timestamp,id
10010,15.0,2,,0,1646679600,10010
10029,,0,3.0,1,1646679600,10029
10034,840.0,12040,827.0,576,1646679600,10034
1005,150.0,1,,0,1646679600,1005
1007,,0,151.0,146,1646679600,1007
10083,,0,1300.0,2,1646679600,10083
10090,,0,97.0,5,1646679600,10090
101,859.0,1009,,0,1646679600,101
10109,3200.0,130,,0,1646679600,10109
1011,64.0,1,,0,1646679600,1011
10115,959.0,12,,0,1646679600,10115
1013,87.0,4,108.0,20,1646679600,1013
10145,,0,5.0,17722,1646679600,10145
10156,2387.0,3,,0,1646679600,10156
10159,1309.0,200,,0,1646679600,10159
1017,,0,450.0,1,1646679600,1017
1019,650.0,1,,0,1646679600,1019
1021,223.0,1,,0,1646679600,1021
1027,588.0,2,,0,1646679600,1027
10290,22664.0,2,,0,1646679600,10290
103,,0,2692.0,1,1646679600,103
10304,,0,2924.0,2,1646679600,10304
10326,,0,102.0,19,1646679600,10326
1033,,0,3376.0,17,1646679600,1033
1035,1389.0,1,,0,1646679600,1035
10352,,0,31117009.0,1,1646679600,10352
10364,8306.0,3,,0,1646679600,10364
10366,,0,30017.0,1,1646679600,10366
10370,699710.0,1,662759.0,1,1646679600,10370
10372,870022.0,1,,0,1646679600,10372
10374,128301.0,1,91649.0,1,1646679600,10374
10378,298076.0,1,,0,1646679600,10378
1038,2207.0,2,1701.0,1,1646679600,1038
10380,598865.0,2,584000.0,2,1646679600,10380
10382,107000.0,2,85005.0,1,1646679600,10382
10386,,0,433457.0,1,1646679600,10386
10388,789018.0,1,758711.0,1,1646679600,10388
10390,97989.0,1,,0,1646679600,10390
1040,2269.0,2,869.0,3,1646679600,1040
1042,6156.0,5,4540.0,6,1646679600,1042
10422,,0,1002.0,1,1646679600,10422
10436,672.0,1,,0,1646679600,10436
10438,80000.0,1,,0,1646679600,10438
1044,,0,1351.0,2,1646679600,1044
10440,5365.0,2,,0,1646679600,10440
10448,,0,10000.0,1,1646679600,10448
10450,18999.0,1,,0,1646679600,10450
1046,,0,2000.0,2,1646679600,1046
10466,,0,83305.0,1,1646679600,10466
10476,6700.0,22,6607.0,217,1646679600,10476
1048,,0,1895.0,1,1646679600,1048
10496,,0,15000.0,1,1646679600,10496
105,1698.0,938,,0,1646679600,105
1050,,0,5833.0,6,1646679600,1050
10564,,0,49800.0,1,1646679600,10564
10589,,0,27579.0,1,1646679600,10589
1059,,0,19.0,20,1646679600,1059
1061,28.0,22,,0,1646679600,1061
1063,,0,5.0,34,1646679600,1063
1065,1315.0,9,1250.0,11,1646679600,1065
1067,146.0,2,,0,1646679600,1067
1069,,0,416.0,9,1646679600,1069
107,1940.0,1200,1905.0,1,1646679600,107
1071,1228.0,20,1266.0,2,1646679600,1071
1073,3481.0,2,3481.0,4,1646679600,1073
1075,820.0,2,382.0,1,1646679600,1075
1077,1439.0,2,1396.0,4,1646679600,1077
1079,37909.0,80,37802.0,229,1646679600,1079
10822,1999.0,2,,0,1646679600,10822
10824,450.0,2,,0,1646679600,10824
10828,52562.0,4,51734.0,6,1646679600,10828
1085,1400.0,1,1391.0,1,1646679600,1085
10891,2754.0,10,,0,1646679600,10891
109,1149.0,8327,1087.0,6401,1646679600,109
10925,28519.0,18,26738.0,4,1646679600,10925
1093,37805.0,1,37861.0,46,1646679600,1093
1095,8.0,2,5.0,1,1646679600,1095
10954,281.0,1,,0,1646679600,10954
10956,600.0,1,,0,1646679600,10956
10958,240.0,1,,0,1646679600,10958
1097,989.0,2,545.0,8,1646679600,1097
10973,101.0,2,,0,1646679600,10973
1099,2222.0,3,2078.0,7,1646679600,1099
1101,84.0,1,,0,1646679600,1101
11037,179212.0,1,115000.0,2,1646679600,11037
11065,750.0,1,,0,1646679600,11065
11072,608.0,24,,0,1646679600,11072
11076,,0,810.0,870,1646679600,11076
11085,,0,1221.0,35,1646679600,11085
11088,1329.0,2,,0,1646679600,11088
1109,900.0,26,850.0,6,1646679600,1109
11090,2273.0,2,2208.0,2,1646679600,11090
11092,2095.0,322,2047.0,2962,1646679600,11092
11095,2375.0,1,,0,1646679600,11095
11105,12653.0,23,,0,1646679600,11105
1111,2760.0,9,2624.0,3,1646679600,1111
11113,,0,12351.0,57,1646679600,11113
