,avgHighPrice,highPriceVolume,avgLowPrice,lowPriceVolume,timestamp,id
10,,0,175659.0,1,1646680200,10
10006,9.0,1,,0,1646680200,10006
10008,,0,10.0,55,1646680200,10008
10034,838.0,1728,828.0,10,1646680200,10034
1005,150.0,1,,0,1646680200,1005
10071,,0,3550.0,2,1646680200,10071
1011,64.0,1,,0,1646680200,1011
1013,87.0,1,,0,1646680200,1013
10145,6.0,200,,0,1646680200,10145
1017,969.0,2,,0,1646680200,1017
1019,650.0,1,,0,1646680200,1019
10282,,0,2976.0,4,1646680200,10282
10290,22664.0,2,,0,1646680200,10290
103,,0,2692.0,76,1646680200,103
10304,,0,2924.0,3,1646680200,10304
10326,102.0,4,90.0,12,1646680200,10326
1033,4255.0,15,4000.0,1,1646680200,1033
10364,13146.0,5,15000.0,5,1646680200,10364
10370,,0,666126.0,2,1646680200,10370
10372,863114.0,2,,0,1646680200,10372
10374,127612.0,2,,0,1646680200,10374
10378,299574.0,1,,0,1646680200,10378
10380,601055.0,1,,0,1646680200,10380
10382,89232.0,2,,0,1646680200,10382
10384,96800.0,1,,0,1646680200,10384
10386,,0,422310.0,1,1646680200,10386
10388,795116.0,8,760424.0,2,1646680200,10388
10390,88050.0,1,88050.0,2,1646680200,10390
1040,2269.0,5,,0,1646680200,1040
1042,,0,6755.0,4,1646680200,1042
1044,2475.0,1,,0,1646680200,1044
10440,5459.0,3,,0,1646680200,10440
10442,,0,4150.0,2,1646680200,10442
10450,,0,15050.0,1,1646680200,10450
10456,36914.0,1,33483.0,2,1646680200,10456
10462,103194.0,2,,0,1646680200,10462
10464,115308.0,1,,0,1646680200,10464
10466,91843.0,2,,0,1646680200,10466
10476,6708.0,340,6606.0,113,1646680200,10476
10496,5000.0,2,,0,1646680200,10496
105,1699.0,1,1671.0,1,1646680200,105
10564,53724.0,2,49800.0,1,1646680200,10564
1059,20.0,1,,0,1646680200,1059
1063,,0,5.0,34,1646680200,1063
1065,1257.0,68,1270.0,236,1646680200,1065
1069,627.0,1,409.0,26,1646680200,1069
107,1940.0,46,,0,1646680200,107
1071,,0,1332.0,2,1646680200,1071
1073,3500.0,4,3481.0,84,1646680200,1073
1077,1750.0,3,1439.0,1,1646680200,1077
1079,37952.0,38,37824.0,459,1646680200,1079
10810,600.0,128,,0,1646680200,10810
10812,897.0,8,,0,1646680200,10812
10822,1999.0,1,,0,1646680200,10822
10824,400.0,1,,0,1646680200,10824
10826,2148.0,5,,0,1646680200,10826
10828,52562.0,12,51624.0,10,1646680200,10828
1085,,0,1391.0,9,1646680200,1085
1091,3950.0,1,,0,1646680200,1091
10925,28739.0,100,26738.0,64,1646680200,10925
1093,,0,37900.0,52,1646680200,1093
1095,,0,5.0,35,1646680200,1095
1097,989.0,2,,0,1646680200,1097
1099,2126.0,3,1956.0,49,1646680200,1099
1101,88.0,1,,0,1646680200,1101
1103,,0,196.0,3,1646680200,1103
11037,,0,123471.0,2,1646680200,11037
1105,228.0,2,200.0,39,1646680200,1105
11065,750.0,1,,0,1646680200,11065
