,avgHighPrice,highPriceVolume,avgLowPrice,lowPriceVolume,timestamp,id
10,,0,180280.0,2,1646679900,10
10010,15.0,1,,0,1646679900,10010
10012,112.0,39,,0,1646679900,10012
10033,835.0,500,,0,1646679900,10033
10069,1400.0,2,,0,1646679900,10069
1007,250.0,3,150.0,1,1646679900,1007
10083,1673.0,121,1300.0,110,1646679900,10083
10089,,0,83.0,244,1646679900,10089
10091,,0,13.0,106,1646679900,10091
101,859.0,300,841.0,5855,1646679900,101
1011,64.0,1,,0,1646679900,1011
10127,1245.0,2,,0,1646679900,10127
10136,,0,90.0,15,1646679900,10136
10143,1.0,6915,,0,1646679900,10143
10148,601.0,1,,0,1646679900,10148
10149,,0,280.0,235,1646679900,10149
10156,,0,1508.0,1,1646679900,10156
1017,969.0,2,,0,1646679900,1017
1019,,0,592.0,1,1646679900,1019
1025,,0,104.0,1,1646679900,1025
10282,,0,3000.0,1,1646679900,10282
10284,,0,5002.0,2,1646679900,10284
10288,21946.0,2,,0,1646679900,10288
103,,0,2692.0,2,1646679900,103
10324,,0,19937.0,1,1646679900,10324
10326,,0,102.0,23,1646679900,10326
10327,69.0,20,62.0,33,1646679900,10327
1035,1321.0,1,,0,1646679900,1035
10370,,0,662891.0,1,1646679900,10370
10376,24299.0,2,17178.0,1,1646679900,10376
10378,300555.0,1,279660.0,1,1646679900,10378
1038,2207.0,5,,0,1646679900,1038
10380,601055.0,1,580368.0,1,1646679900,10380
10382,107000.0,3,94468.0,2,1646679900,10382
10384,88713.0,1,74240.0,2,1646679900,10384
10388,787255.0,1,,0,1646679900,10388
10390,,0,88050.0,2,1646679900,10390
1040,2269.0,1,,0,1646679900,1040
10446,21127.0,1,,0,1646679900,10446
10450,16700.0,2,15050.0,1,1646679900,10450
10452,28334.0,2,,0,1646679900,10452
10456,,0,33483.0,1,1646679900,10456
10458,368555.0,1,,0,1646679900,10458
1046,3863.0,1,,0,1646679900,1046
10464,115308.0,2,112000.0,1,1646679900,10464
10470,,0,7384.0,1,1646679900,10470
10476,,0,6605.0,1015,1646679900,10476
1048,2144.0,1,,0,1646679900,1048
10496,8333.0,3,2422.0,3,1646679900,10496
1050,5917.0,1,,0,1646679900,1050
1057,,0,3506.0,1,1646679900,1057
1059,20.0,1,19.0,35,1646679900,1059
1061,,0,28.0,18,1646679900,1061
1063,5.0,1,,0,1646679900,1063
1065,1254.0,3,1250.0,3,1646679900,1065
1067,200.0,1,130.0,1,1646679900,1067
107,,0,1906.0,1,1646679900,107
1073,,0,3481.0,5,1646679900,1073
1075,820.0,2,,0,1646679900,1075
1077,1750.0,3,1439.0,2,1646679900,1077
1079,37931.0,29,37803.0,222,1646679900,1079
1081,40.0,2,,0,1646679900,1081
10810,600.0,136,,0,1646679900,10810
10826,2148.0,2,,0,1646679900,10826
10828,52562.0,10,51734.0,9,1646679900,10828
1083,338.0,3,,0,1646679900,1083
1089,1354.0,1,,0,1646679900,1089
10925,28036.0,109,26738.0,152,1646679900,10925
1093,37805.0,2,37882.0,21,1646679900,1093
10937,,0,10524.0,35,1646679900,10937
1095,5.0,1,5.0,86,1646679900,1095
1097,989.0,2,545.0,4,1646679900,1097
1099,,0,2081.0,31,1646679900,1099
11037,,0,115684.0,1,1646679900,11037
11065,750.0,1,,0,1646679900,11065
11069,,0,197.0,56,1646679900,11069
1109,,0,850.0,1,1646679900,1109
11090,2273.0,37,,0,1646679900,11090
11092,2095.0,2701,2074.0,3880,1646679900,11092
11095,,0,2300.0,2002,1646679900,11095
11105,12653.0,22,,0,1646679900,11105
1111,2760.0,2,,0,1646679900,1111
11113,,0,12351.0,32,1646679900,11113
11118,12363.0,22,12090.0,2,1646679900,11118
11126,,0,12226.0,166,1646679900,11126
1113,29446.0,3,29424.0,98,1646679900,1113
11133,2092266.0,1,2068261.0,1,1646679900,11133
1119,919.0,1,,0,1646679900,1119
11200,,0,51390.0,1,1646679900,11200
1121,2823.0,251,2792.0,1,1646679900,1121
11212,1296.0,1140,1280.0,13480,1646679900,11212
11229,,0,2252.0,49,1646679900,11229
1123,9551.0,252,9546.0,299,1646679900,1123
11230,1965.0,2515,1915.0,2586,1646679900,11230
11232,,0,2213.0,2663,1646679900,11232
11235,720033.0,1,710182.0,3,1646679900,11235
11237,,0,1352.0,961,1646679900,11237
11238,1892.0,5,1892.0,107,1646679900,11238
11240,,0,2507.0,1681,1646679900,11240
11242,,0,3241.0,574,1646679900,11242
11244,1799.0,5,1799.0,39,1646679900,11244
11246,4053.0,4,2326.0,14,1646679900,11246
11248,,0,4446.0,4448,1646679900,11248
1125,3078.0,5,3023.0,4,1646679900,1125
11250,4855.0,2,4758.0,113,1646679900,11250
11252,,0,21511.0,123,1646679900,11252
11254,,0,38950.0,5,1646679900,11254
11256,,0,339498.0,6,1646679900,11256
11260,777.0,5385,747.0,17199,1646679900,11260
1127,38391.0,5,38391.0,235,1646679900,1127
