,avgHighPrice,highPriceVolume,avgLowPrice,lowPriceVolume,timestamp,id
10008,54.0,203,,0,1646692800,10008
10033,800.0,2990,,0,1646692800,10033
10034,835.0,300,828.0,7862,1646692800,10034
10065,,0,4448.0,1,1646692800,10065
10069,,0,1250.0,1,1646692800,10069
10071,7900.0,2,3550.0,1,1646692800,10071
10083,,0,1693.0,32,1646692800,10083
1009,,0,169.0,30,1646692800,1009
10091,,0,13.0,1075,1646692800,10091
101,882.0,100,,0,1646692800,101
10115,1099.0,3,,0,1646692800,10115
1013,300.0,2,,0,1646692800,1013
10142,4.0,2000,,0,1646692800,10142
10143,1.0,6000,,0,1646692800,10143
10144,1.0,39695,,0,1646692800,10144
10145,,0,6.0,1000,1646692800,10145
10146,31.0,2,,0,1646692800,10146
10148,,0,600.0,2,1646692800,10148
10156,2600.0,2,,0,1646692800,10156
1017,,0,819.0,3,1646692800,1017
10282,,0,2863.0,2,1646692800,10282
10290,23856.0,1,,0,1646692800,10290
10292,20521.0,1,,0,1646692800,10292
103,,0,2508.0,10,1646692800,103
10327,,0,39.0,11,1646692800,10327
1033,,0,4440.0,1,1646692800,1033
10344,26201000.0,1,,0,1646692800,10344
10346,66489998.0,2,,0,1646692800,10346
10348,91194394.0,2,,0,1646692800,10348
1035,1390.0,1,2209.0,44,1646692800,1035
10350,20400000.0,2,,0,1646692800,10350
10364,16529.0,1,,0,1646692800,10364
10368,,0,148586.0,1,1646692800,10368
10370,,0,655001.0,1,1646692800,10370
10372,,0,836385.0,2,1646692800,10372
10374,107301.0,1,90261.0,1,1646692800,10374
10376,,0,17178.0,1,1646692800,10376
10378,,0,286387.0,3,1646692800,10378
10382,,0,68000.0,1,1646692800,10382
10386,448885.0,1,431812.0,4,1646692800,10386
10388,,0,795000.0,1,1646692800,10388
10390,,0,90000.0,1,1646692800,10390
1040,,0,6034.0,1,1646692800,1040
10408,27330.0,1,,0,1646692800,10408
1044,1970.0,2,2100.0,1,1646692800,1044
10446,,0,25302.0,1,1646692800,10446
10448,,0,15525.0,2,1646692800,10448
10450,16700.0,2,15050.0,1,1646692800,10450
10456,,0,11111.0,1,1646692800,10456
1046,,0,5000.0,1,1646692800,1046
10476,6708.0,33,6603.0,791,1646692800,10476
1048,,0,5472.0,1,1646692800,1048
10496,2000.0,1,,0,1646692800,10496
105,1717.0,2310,,0,1646692800,105
10564,59000.0,3,,0,1646692800,10564
1057,5998.0,1,,0,1646692800,1057
1059,74.0,5,40.0,49,1646692800,1059
1061,,0,45.0,40,1646692800,1061
1063,7.0,3,6.0,35,1646692800,1063
1065,1107.0,2,,0,1646692800,1065
1067,,0,60.0,1,1646692800,1067
1069,397.0,22,436.0,407,1646692800,1069
107,1939.0,1605,,0,1646692800,107
1071,1360.0,1,,0,1646692800,1071
1073,3481.0,8,3481.0,2,1646692800,1073
1077,1750.0,1,,0,1646692800,1077
1079,37802.0,85,37801.0,169,1646692800,1079
10812,897.0,16,,0,1646692800,10812
10822,1550.0,4,,0,1646692800,10822
10824,325.0,3,,0,1646692800,10824
10828,52740.0,39,51684.0,5,1646692800,10828
1085,,0,1397.0,1,1646692800,1085
1091,3950.0,2,,0,1646692800,1091
10925,28545.0,60,26759.0,339,1646692800,10925
1093,37846.0,7,37920.0,86,1646692800,1093
10931,,0,6681.0,1,1646692800,10931
1095,10.0,2,5.0,47,1646692800,1095
1097,987.0,4,545.0,1,1646692800,1097
1099,,0,2181.0,5,1646692800,1099
1101,190.0,5,190.0,1,1646692800,1101
1103,,0,196.0,5,1646692800,1103
11037,141264.0,1,123819.0,1,1646692800,11037
11088,1329.0,1,1318.0,1,1646692800,11088
11090,2397.0,1,,0,1646692800,11090
11092,,0,2089.0,1331,1646692800,11092
1111,,0,3520.0,2,1646692800,1111
11113,,0,12353.0,26,1646692800,11113
11115,,0,12000.0,2,1646692800,11115
11118,12363.0,21,,0,1646692800,11118
11126,12341.0,16,,0,1646692800,11126
11128,1946000.0,1,,0,1646692800,11128
1113,29499.0,13,29403.0,20,1646692800,1113
11133,1967246.0,2,,0,1646692800,11133
1119,919.0,126,900.0,64,1646692800,1119
1121,2722.0,625,2650.0,1,1646692800,1121
11212,1341.0,1888,1314.0,1806,1646692800,11212
1123,9551.0,375,9523.0,1011,1646692800,1123
11230,,0,1910.0,1948,1646692800,11230
11232,,0,2207.0,2033,1646692800,11232
11233,,0,1983.0,11,1646692800,11233
11235,727506.0,4,716913.0,1,1646692800,11235
11237,1283.0,2654,1292.0,46307,1646692800,11237
11238,,0,1950.0,2,1646692800,11238
11240,,0,2509.0,2,1646692800,11240
11242,3289.0,300,3241.0,205,1646692800,11242
11244,,0,2185.0,20,1646692800,11244
11246,,0,2270.0,2,1646692800,11246
11248,,0,4201.0,380,1646692800,11248
1125,3135.0,3,,0,1646692800,1125
11250,,0,4758.0,17,1646692800,11250
11252,,0,21406.0,5,1646692800,11252
11254,39916.0,46,39050.0,1,1646692800,11254
11256,,0,339498.0,1,1646692800,11256
11260,751.0,1000,738.0,97,1646692800,11260
1127,38510.0,65,38282.0,308,1646692800,1127
11284,3576678.0,2,3534076.0,2,1646692800,11284
1129,18.0,2,19.0,143,1646692800,1129
113,347.0,4,,0,1646692800,113
1131,4.0,4,,0,1646692800,1131
11334,,0,13.0,2,1646692800,11334
1135,4248.0,183,4241.0,285,1646692800,1135
11377,,0,11933.0,14,1646692800,11377
1139,103.0,6,99.0,6,1646692800,1139
1141,297.0,1,,0,1646692800,1141
1145,890.0,3,890.0,2,1646692800,1145
1147,11041.0,32,11148.0,108,1646692800,1147
1149,60477.0,3,58698.0,15,1646692800,1149
1153,65.0,1,60.0,2,1646692800,1153
1155,165.0,2,152.0,39,1646692800,1155
1157,,0,139.0,13,1646692800,1157
1159,800.0,1,,0,1646692800,1159
1161,1889.0,1,1767.0,17,1646692800,1161
1163,20484.0,149,20511.0,362,1646692800,1163
1165,666.0,2,401.0,1,1646692800,1165
1167,,0,5.0,21,1646692800,1167
1169,33.0,20,31.0,3,1646692800,1169
1171,98.0,1,,0,1646692800,1171
1177,167.0,1,162.0,26,1646692800,1177
11785,35087994.0,4,,0,1646692800,11785
11787,63103.0,1,,0,1646692800,11787
11791,7546652.0,1,,0,1646692800,11791
11802,12475362.0,2,12318976.0,1,1646692800,11802
11804,14086135.0,3,13870700.0,8,1646692800,11804
11806,26745417.0,1,26282970.0,1,1646692800,11806
11808,4385281.0,1,4383180.0,1,1646692800,11808
1181,,0,732.0,4,1646692800,1181
11820,,0,152000.0,2,1646692800,11820
11822,,0,157001.0,1,1646692800,11822
11824,12597733.0,4,12480656.0,2,1646692800,11824
11826,9265456.0,5,9134467.0,1,1646692800,11826
11828,39867551.0,3,39250000.0,3,1646692800,11828
1183,,0,2174.0,1,1646692800,1183
11830,35555111.0,2,35430268.0,2,1646692800,11830
11832,25469496.0,5,25363712.0,5,1646692800,11832
11834,21785577.0,7,21622912.0,9,1646692800,11834
11836,,0,263942.0,1,1646692800,11836
11838,,0,287037.0,3,1646692800,11838
11840,170335.0,9,168097.0,13,1646692800,11840
1185,22775.0,6,22567.0,87,1646692800,1185
11875,65.0,1794,62.0,1476,1646692800,11875
11889,12810186.0,2,12734334.0,2,1646692800,11889
11905,731664.0,1,721006.0,3,1646692800,11905
11908,49051.0,6,,0,1646692800,11908
1191,22.0,3,13.0,1,1646692800,1191
11920,4808322.0,3,4756274.0,1,1646692800,11920
11924,2660000.0,1,2651074.0,1,1646692800,11924
11926,3095724.0,1,,0,1646692800,11926
1193,420.0,1,240.0,137,1646692800,1193
11940,2.0,2000,,0,1646692800,11940
11943,3461.0,19,,0,1646692800,11943
1195,,0,1036.0,1,1646692800,1195
11951,140.0,51,,0,1646692800,11951
11957,49.0,103,,0,1646692800,11957
11959,2298.0,931,2233.0,12062,1646692800,11959
