,avgHighPrice,highPriceVolume,avgLowPrice,lowPriceVolume,timestamp,id
10,,0,180280.0,2,1646679300,10
10006,9.0,2,,0,1646679300,10006
10008,54.0,8,,0,1646679300,10008
10029,6.0,1,,0,1646679300,10029
10034,837.0,3500,,0,1646679300,10034
1005,150.0,1,102.0,1,1646679300,1005
10089,,0,83.0,324,1646679300,10089
10090,,0,97.0,70,1646679300,10090
101,859.0,1,842.0,118,1646679300,101
10109,3200.0,182,,0,1646679300,10109
10136,,0,90.0,5,1646679300,10136
10143,1.0,266385,,0,1646679300,10143
10145,6.0,200,,0,1646679300,10145
10149,,0,285.0,10,1646679300,10149
10158,,0,94.0,23,1646679300,10158
1017,,0,450.0,3,1646679300,1017
1021,223.0,1,,0,1646679300,1021
1023,500.0,1,,0,1646679300,1023
103,,0,2692.0,1354,1646679300,103
1033,4364.0,2,3998.0,1,1646679300,1033
1035,1078.0,1,1013.0,3,1646679300,1035
10354,,0,59698.0,2,1646679300,10354
10370,701333.0,1,,0,1646679300,10370
10378,298105.0,1,,0,1646679300,10378
1038,2207.0,9,1701.0,4,1646679300,1038
10380,598863.0,2,583226.0,2,1646679300,10380
10382,107000.0,3,,0,1646679300,10382
10384,,0,74858.0,1,1646679300,10384
10388,790784.0,1,,0,1646679300,10388
10390,,0,88050.0,2,1646679300,10390
1040,2269.0,4,,0,1646679300,1040
10418,1.0,1,,0,1646679300,10418
1042,6098.0,5,,0,1646679300,1042
1044,1922.0,4,2111.0,1,1646679300,1044
10470,9833.0,1,,0,1646679300,10470
10476,,0,6607.0,96,1646679300,10476
1048,,0,3419.0,9,1646679300,1048
10496,5000.0,2,2846.0,4,1646679300,10496
105,,0,1671.0,9000,1646679300,105
1050,5712.0,2,,0,1646679300,1050
1055,,0,5002.0,1,1646679300,1055
10564,53724.0,2,49800.0,1,1646679300,10564
10589,57000.0,1,,0,1646679300,10589
1059,73.0,1,20.0,1,1646679300,1059
1061,99.0,2,,0,1646679300,1061
1065,1322.0,3,,0,1646679300,1065
1067,,0,118.0,1,1646679300,1067
1069,627.0,2,416.0,2,1646679300,1069
107,,0,1905.0,144,1646679300,107
1071,1206.0,1,1200.0,5,1646679300,1071
1073,3559.0,1,3538.0,182,1646679300,1073
1077,1750.0,1,1396.0,8,1646679300,1077
1079,37954.0,27,37827.0,183,1646679300,1079
10820,2831.0,1,466.0,1,1646679300,10820
10822,1999.0,1,945.0,1,1646679300,10822
10824,450.0,2,,0,1646679300,10824
10826,2148.0,2,,0,1646679300,10826
10828,52537.0,7,51634.0,12,1646679300,10828
1083,,0,300.0,1,1646679300,1083
1085,,0,1391.0,72,1646679300,1085
109,1118.0,6122,1074.0,2,1646679300,109
1091,3492.0,25,3536.0,4,1646679300,1091
10925,28595.0,58,26947.0,2,1646679300,10925
10927,,0,13885.0,10,1646679300,10927
1093,,0,37892.0,19,1646679300,1093
10958,240.0,1,,0,1646679300,10958
1097,989.0,4,545.0,3,1646679300,1097
10973,380.0,1,,0,1646679300,10973
1099,2119.0,21,2078.0,19,1646679300,1099
1101,76.0,4,,0,1646679300,1101
11079,,0,907.0,9,1646679300,11079
1109,903.0,1,,0,1646679300,1109
11092,,0,2050.0,501,1646679300,11092
11095,,0,2300.0,1220,1646679300,11095
1111,,0,3042.0,2,1646679300,1111
11113,12449.0,1,12351.0,22,1646679300,11113
11115,11999.0,270,11900.0,3,1646679300,11115
11126,12800.0,11,12226.0,5,1646679300,11126
11128,,0,1907599.0,2,1646679300,11128
1113,,0,29495.0,71,1646679300,1113
11133,,0,2066360.0,2,1646679300,11133
1115,,0,117.0,3,1646679300,1115
1117,54.0,12,,0,1646679300,1117
1119,919.0,2,910.0,6,1646679300,1119
11200,,0,51390.0,1,1646679300,11200
1121,2823.0,3,2784.0,3,1646679300,1121
11212,1298.0,1601,1297.0,489,1646679300,11212
1123,9551.0,128,9550.0,26,1646679300,1123
11230,1934.0,2300,,0,1646679300,11230
11232,,0,2224.0,3190,1646679300,11232
11235,,0,708977.0,1,1646679300,11235
11237,,0,1349.0,2685,1646679300,11237
11238,1892.0,9,1892.0,15,1646679300,11238
11240,,0,2507.0,32,1646679300,11240
11242,3584.0,200,3241.0,251,1646679300,11242
11244,1799.0,16,1799.0,5,1646679300,11244
11246,,0,2326.0,7,1646679300,11246
11248,4562.0,190,4454.0,3975,1646679300,11248
1125,,0,3031.0,7,1646679300,1125
11250,4834.0,28,4758.0,339,1646679300,11250
11252,,0,21516.0,128,1646679300,11252
11254,,0,38950.0,30,1646679300,11254
11256,,0,339498.0,11,1646679300,11256
11260,778.0,3545,771.0,126,1646679300,11260
1127,,0,38428.0,256,1646679300,1127
11284,3559782.0,2,3521969.0,1,1646679300,11284
1129,,0,31.0,1,1646679300,1129
113,345.0,50,307.0,2,1646679300,113
1131,7.0,1,,0,1646679300,1131
11328,,0,17.0,3,1646679300,11328
11330,,0,17.0,9,1646679300,11330
11332,,0,180.0,32,1646679300,11332
1135,4343.0,2,4245.0,67,1646679300,1135
1137,24.0,1,,0,1646679300,1137
11377,,0,11905.0,5,1646679300,11377
1141,47.0,1,45.0,1,1646679300,1141
1143,1999.0,1,,0,1646679300,1143
1145,1010.0,1,890.0,3,1646679300,1145
1147,11056.0,8,11088.0,48,1646679300,1147
1149,,0,58810.0,18,1646679300,1149
115,,0,224.0,1,1646679300,115
1153,,0,60.0,1,1646679300,1153
1155,200.0,4,,0,1646679300,1155
1157,139.0,4,,0,1646679300,1157
1159,800.0,2,,0,1646679300,1159
1161,,0,1800.0,210,1646679300,1161
1163,20483.0,8,20495.0,180,1646679300,1163
1165,412.0,2,401.0,3,1646679300,1165
1169,,0,33.0,2,1646679300,1169
1171,,0,94.0,1,1646679300,1171
1173,18.0,1,,0,1646679300,1173
11785,35079999.0,1,34700000.0,1,1646679300,11785
1179,,0,439.0,4,1646679300,1179
11802,12513245.0,16,12288950.0,4,1646679300,11802
11804,14037560.0,2,13900001.0,1,1646679300,11804
11806,26392240.0,1,26089666.0,4,1646679300,11806
11808,4439000.0,1,4353329.0,1,1646679300,11808
11826,9070927.0,1,9065856.0,1,1646679300,11826
11828,39800000.0,2,,0,1646679300,11828
1183,2299.0,1,2174.0,18,1646679300,1183
11832,25469451.0,3,25135358.0,5,1646679300,11832
11834,21731789.0,3,21500660.0,5,1646679300,11834
11838,324659.0,3,307914.0,2,1646679300,11838
11840,170332.0,7,167335.0,2,1646679300,11840
1185,,0,22602.0,79,1646679300,1185
1187,313990.0,2,300333.0,1,1646679300,1187
11875,67.0,7500,65.0,10339,1646679300,11875
11889,12680340.0,5,12575003.0,1,1646679300,11889
11905,,0,719142.0,1,1646679300,11905
11908,49050.0,1,,0,1646679300,11908
1191,13.0,1,,0,1646679300,1191
11920,4884929.0,1,4850000.0,1,1646679300,11920
11924,,0,2782587.0,1,1646679300,11924
11926,3110034.0,1,3039120.0,2,1646679300,11926
11936,,0,1612.0,7,1646679300,11936
11951,140.0,4000,,0,1646679300,11951
11959,2297.0,3503,2220.0,7707,1646679300,11959
11968,12860.0,38,12326.0,8,1646679300,11968
1197,956.0,2,931.0,6,1646679300,1197
11972,12618.0,28,12220.0,16,1646679300,11972
11978,12730.0,216,12635.0,18,1646679300,11978
11980,13642.0,121,13380.0,52,1646679300,11980
1199,2959.0,1,2840.0,25,1646679300,1199
11992,,0,1332.0,2,1646679300,11992
11994,,0,210.0,328,1646679300,11994
11998,2422894.0,1,2368740.0,1,1646679300,11998
12,,0,188201.0,2,1646679300,12
12000,2489952.0,1,2400003.0,1,1646679300,12000
12002,,0,446053.0,4,1646679300,12002
12004,913254.0,1,898647.0,1,1646679300,12004
12007,,0,13000.0,1,1646679300,12007
1201,32005.0,15,31931.0,153,1646679300,1201
1203,100.0,1,100.0,3,1646679300,1203
121,4.0,1999,4.0,511,1646679300,121
1211,238.0,6,124.0,1,1646679300,1211
1213,4397.0,1,4400.0,75,1646679300,1213
1215,17520.0,6,17280.0,40,1646679300,1215
1217,164.0,3,,0,1646679300,1217
12199,10728.0,1,,0,1646679300,12199
12201,4910.0,1,,0,1646679300,12201
12239,,0,10001.0,1,1646679300,12239
12259,27153.0,1,,0,1646679300,12259
12283,,0,6310.0,1,1646679300,12283
12287,,0,3224.0,1,1646679300,12287
12297,,0,4000.0,1,1646679300,12297
123,,0,2.0,1,1646679300,123
12323,,0,4280.0,1,1646679300,12323
1237,,0,338.0,10,1646679300,1237
1239,506.0,3,506.0,1,1646679300,1239
12399,801971.0,2,,0,1646679300,12399
12402,12979.0,1,12902.0,17,1646679300,12402
12403,15628.0,26,,0,1646679300,12403
12405,4952.0,2,,0,1646679300,12405
12406,,0,24557.0,1,1646679300,12406
12407,500.0,1,,0,1646679300,12407
12408,2356.0,8,,0,1646679300,12408
12409,,0,11000.0,4,1646679300,12409
12410,5685.0,11,5381.0,25,1646679300,12410
12411,775.0,6,,0,1646679300,12411
1243,,0,255.0,2,1646679300,1243
12449,261991.0,1,374000.0,4,1646679300,12449
1245,855.0,91,,0,1646679300,1245
12453,,0,313113.0,1,1646679300,12453
1247,,0,12519.0,20,1646679300,1247
12480,60344.0,1,,0,1646679300,12480
12490,84479.0,2,69251.0,1,1646679300,12490
12492,291565.0,1,,0,1646679300,12492
12494,582000.0,2,,0,1646679300,12494
12500,,0,262000.0,1,1646679300,12500
12502,597674.0,2,,0,1646679300,12502
12506,85076.0,2,,0,1646679300,12506
12508,488492.0,1,,0,1646679300,12508
12510,759991.0,1,,0,1646679300,12510
12512,117490.0,1,,0,1646679300,12512
12526,898760.0,1,,0,1646679300,12526
