avgHighPrice,highPriceVolume,avgLowPrice,lowPriceVolume,timestamp,id
189997.0,1,188384.0,2,1647194400,10
3095.0,1,,0,1647194400,10000
9.0,3,,0,1647194400,10006
198.0,1,,0,1647194400,10010
50.0,40,,0,1647194400,10012
24.0,3,,0,1647194400,10029
,0,855.0,3,1647194400,10033
960.0,3505,951.0,11,1647194400,10034
8999.0,1,,0,1647194400,10065
12500.0,1,,0,1647194400,10067
,0,150.0,102,1647194400,1007
3900.0,1,,0,1647194400,10071
,0,100.0,1,1647194400,1009
,0,13.0,204,1647194400,10091
879.0,100,,0,1647194400,101
101.0,2,,0,1647194400,1013
1.0,1146,,0,1647194400,10144
,0,411.0,1,1647194400,10148
,0,333.0,95,1647194400,10149
97.0,1,,0,1647194400,1015
408.0,1,,0,1647194400,1017
761.0,1,,0,1647194400,1027
5024.0,1,,0,1647194400,10284
,0,39000.0,1,1647194400,10286
21052.0,1,,0,1647194400,10288
,0,724.0,9,1647194400,1029
23517.0,1,,0,1647194400,10292
,0,19861.0,1,1647194400,10316
20549.0,1,,0,1647194400,10318
,0,80.0,20,1647194400,10326
,0,74.0,90,1647194400,10327
,0,4600.0,2,1647194400,1033
84999998.0,1,,0,1647194400,10338
31887689.0,1,,0,1647194400,10340
2980.0,6,2445.0,8,1647194400,1035
,0,17000.0,1,1647194400,10364
39999.0,1,,0,1647194400,10366
134387.0,2,,0,1647194400,10368
720000.0,2,662887.0,3,1647194400,10370
787490.0,1,767625.0,5,1647194400,10372
,0,236596.0,3,1647194400,10378
,0,550000.0,2,1647194400,10380
98255.0,2,94000.0,2,1647194400,10382
467793.0,4,446991.0,2,1647194400,10386
706740.0,3,669601.0,5,1647194400,10388
86393.0,1,,0,1647194400,10390
4177284.0,2,,0,1647194400,10394
,0,7092.0,3,1647194400,1042
,0,1799.0,1,1647194400,10426
25733.0,2,,0,1647194400,10446
39349.0,2,,0,1647194400,10452
8555.0,1,,0,1647194400,10470
9000.0,2,,0,1647194400,10472
,0,6675.0,129,1647194400,10476
2792.0,1,,0,1647194400,1048
1517.0,1,1350.0,2,1647194400,10496
1796.0,1200,1714.0,785,1647194400,105
5015.0,15,,0,1647194400,1050
53999.0,1,,0,1647194400,10564
45018.0,1,28793.0,2,1647194400,10589
34.0,27,26.0,75,1647194400,1059
27.0,7,27.0,141,1647194400,1061
5.0,1,5.0,1,1647194400,1063
,0,510.0,3,1647194400,1065
,0,132.0,2,1647194400,1067
2018.0,1,1962.0,1,1647194400,107
1359.0,1,1283.0,2,1647194400,1071
3579.0,2,3539.0,67,1647194400,1073
,0,465.0,1,1647194400,1075
,0,1396.0,17,1647194400,1077
37793.0,15,37696.0,141,1647194400,1079
994.0,144,847.0,2,1647194400,10810
905.0,1,,0,1647194400,10812
300.0,1,,0,1647194400,10814
1999.0,1,,0,1647194400,10822
200.0,2,,0,1647194400,10824
3333.0,1,,0,1647194400,10826
55924.0,20,54094.0,22,1647194400,10828
367.0,3,,0,1647194400,1083
,0,1302.0,1,1647194400,1085
3999.0,10,,0,1647194400,10891
,0,1180.0,268,1647194400,109
3653.0,2,3601.0,7,1647194400,1091
31348.0,514,30638.0,128,1647194400,10925
,0,21213.0,5,1647194400,10927
37748.0,106,37450.0,20,1647194400,1093
,0,10416.0,10,1647194400,10937
5.0,26,5.0,73,1647194400,1095
371.0,60,,0,1647194400,10954
650.0,2,,0,1647194400,1097
2249.0,2,2117.0,130,1647194400,1099
190.0,2,97.0,1,1647194400,1101
,0,257.0,1,1647194400,1105
430.0,1,416.0,1,1647194400,11065
228.0,2000,,0,1647194400,11069
,0,503.0,433,1647194400,11072
,0,737.0,254,1647194400,11076
905.0,4,,0,1647194400,11079
,0,1126.0,24,1647194400,11085
,0,988.0,4,1647194400,1109
2256.0,220,2208.0,17,1647194400,11090
,0,2056.0,1833,1647194400,11092
,0,2265.0,134,1647194400,11095
,0,8723.0,20,1647194400,111
,0,2616.0,1,1647194400,1111
12395.0,1,12371.0,25,1647194400,11113
12751.0,1,,0,1647194400,11118
12267.0,43,12204.0,51,1647194400,11126
1919334.0,2,1894649.0,2,1647194400,11128
29600.0,14,29248.0,44,1647194400,1113
1919562.0,8,1893998.0,3,1647194400,11133
100.0,3,,0,1647194400,1115
43.0,1,55.0,8,1647194400,1117
875.0,346,875.0,175,1647194400,1119
2840.0,122,2774.0,111,1647194400,1121
1399.0,13940,1360.0,1574,1647194400,11212
9555.0,698,9541.0,139,1647194400,1123
1932.0,1600,1915.0,12,1647194400,11230
2287.0,81,2252.0,2138,1647194400,11232
713537.0,7,,0,1647194400,11235
1544.0,10000,1457.0,3921,1647194400,11237
,0,2003.0,8,1647194400,11238
