avgHighPrice,highPriceVolume,avgLowPrice,lowPriceVolume,timestamp,id
,0,179416.0,1,1647194100,10
,0,2801.0,1,1647194100,10000
,0,1219.0,2,1647194100,10004
10.0,4,,0,1647194100,10006
198.0,4,,0,1647194100,10010
50.0,27,,0,1647194100,10012
24.0,1,15.0,1,1647194100,10029
858.0,1,850.0,1,1647194100,10033
971.0,2300,960.0,1864,1647194100,10034
40.0,4,12.0,1,1647194100,1005
1109.0,3,,0,1647194100,10069
,0,800.0,1,1647194100,10071
6000.0,30,,0,1647194100,10075
3.0,114,,0,1647194100,10088
,0,13.0,1665,1647194100,10091
,0,3500.0,1,1647194100,10099
880.0,10065,,0,1647194100,101
1444.0,10,,0,1647194100,10115
1188.0,2,,0,1647194100,10127
101.0,2,,0,1647194100,1013
,0,90.0,170,1647194100,10136
,0,3.0,3930,1647194100,10142
1.0,2,,0,1647194100,10144
,0,4.0,85,1647194100,10145
,0,369.0,13,1647194100,10149
1.0,1,,0,1647194100,10150
,0,2431.0,5,1647194100,10156
408.0,2,404.0,1,1647194100,1017
,0,583.0,1,1647194100,1019
430.0,1,,0,1647194100,1021
1557.0,1,,0,1647194100,1027
,0,5468.0,4,1647194100,10280
,0,2841.0,1,1647194100,10282
2645.0,37,2645.0,2000,1647194100,103
,0,5555.0,1,1647194100,10310
,0,6522.0,1,1647194100,10312
,0,19861.0,1,1647194100,10316
,0,20377.0,1,1647194100,10318
,0,11321.0,3,1647194100,10320
,0,30599.0,4,1647194100,10322
,0,80.0,35,1647194100,10326
,0,74.0,22,1647194100,10327
6110.0,1,4600.0,1,1647194100,1033
,0,36757.0,1,1647194100,10366
134387.0,3,,0,1647194100,10368
709878.0,1,699112.0,5,1647194100,10370
791688.0,1,761700.0,1,1647194100,10372
87125.0,1,82978.0,2,1647194100,10374
18069.0,1,,0,1647194100,10376
279447.0,3,,0,1647194100,10378
569552.0,5,550014.0,2,1647194100,10380
98255.0,1,94000.0,2,1647194100,10382
,0,446991.0,4,1647194100,10386
697745.0,1,665000.0,1,1647194100,10388
4299999.0,2,4055444.0,1,1647194100,10394
,0,30003.0,2,1647194100,10398
,0,2349.0,1,1647194100,1044
8694.0,2,,0,1647194100,10442
20721.0,1,,0,1647194100,10448
15905.0,1,,0,1647194100,10454
305419.0,2,300000.0,1,1647194100,10458
,0,250954.0,1,1647194100,10460
116998.0,1,89020.0,1,1647194100,10462
128250.0,1,,0,1647194100,10464
,0,92280.0,1,1647194100,10466
,0,118651.0,3,1647194100,10468
6745.0,29,6675.0,217,1647194100,10476
1793.0,1417,1714.0,11,1647194100,105
5015.0,5,,0,1647194100,1050
53999.0,2,,0,1647194100,10564
,0,4345.0,1,1647194100,1057
33.0,29,25.0,2,1647194100,1059
33.0,5,28.0,1,1647194100,1061
,0,19.0,1,1647194100,1063
970.0,2,,0,1647194100,1065
200.0,1,135.0,37,1647194100,1067
,0,373.0,3,1647194100,1069
2020.0,3,,0,1647194100,107
1359.0,1,1283.0,2,1647194100,1071
3536.0,2,3533.0,50,1647194100,1073
1468.0,1,,0,1647194100,1077
37782.0,35,37727.0,116,1647194100,1079
,0,62.0,1,1647194100,1081
994.0,318,,0,1647194100,10810
905.0,27,,0,1647194100,10812
1644.0,4,1354.0,2,1647194100,10822
180.0,5,,0,1647194100,10824
2683.0,4,2134.0,2,1647194100,10826
55791.0,19,54020.0,10,1647194100,10828
3653.0,2,3550.0,1,1647194100,1091
31371.0,30,30638.0,15,1647194100,10925
,0,37450.0,12,1647194100,1093
,0,10416.0,30,1647194100,10937
5.0,2,5.0,4,1647194100,1095
,0,550.0,1,1647194100,1097
2205.0,5,2173.0,3,1647194100,1099
190.0,4,133.0,1,1647194100,1101
200.0,1,,0,1647194100,1103
150000.0,1,133169.0,1,1647194100,11037
573.0,41,,0,1647194100,11072
,0,1126.0,200,1647194100,11085
,0,988.0,3,1647194100,1109
2256.0,60,2208.0,1,1647194100,11090
2127.0,3,2059.0,1,1647194100,11092
2277.0,2,,0,1647194100,11095
12650.0,5,,0,1647194100,11105
,0,12371.0,15,1647194100,11113
12751.0,5,,0,1647194100,11118
12267.0,20,12204.0,82,1647194100,11126
1918713.0,3,,0,1647194100,11128
,0,29541.0,22,1647194100,1113
1920000.0,2,1893291.0,1,1647194100,11133
