avgHighPrice,highPriceVolume,avgLowPrice,lowPriceVolume,timestamp,id
,0,179416.0,1,1647195600,10
,0,8.0,4,1647195600,10006
67.0,7,,0,1647195600,10008
198.0,1,,0,1647195600,10010
50.0,13,,0,1647195600,10012
,0,719.0,46,1647195600,10025
24.0,3,,0,1647195600,10029
974.0,4800,961.0,525,1647195600,10034
4999.0,1,,0,1647195600,10041
10000.0,1,,0,1647195600,10045
998.0,1,,0,1647195600,1007
,0,1805.0,2,1647195600,10083
,0,89.0,1,1647195600,10089
,0,3500.0,1,1647195600,10099
879.0,2400,860.0,1000,1647195600,101
59.0,1,,0,1647195600,1011
,0,1151.0,1,1647195600,10115
1188.0,2,,0,1647195600,10127
101.0,1,,0,1647195600,1013
1.0,9060,,0,1647195600,10143
,0,411.0,13,1647195600,10148
,0,404.0,1,1647195600,1017
,0,583.0,1,1647195600,1019
,0,347.0,2,1647195600,1021
,0,761.0,1,1647195600,1027
,0,5000.0,1,1647195600,10284
,0,4601.0,1,1647195600,10298
,0,2667.0,998,1647195600,103
3944.0,1,,0,1647195600,10302
,0,83.0,33,1647195600,10327
,0,4475.0,1,1647195600,1033
,0,2925.0,2,1647195600,1035
139588.0,3,,0,1647195600,10368
704985.0,1,,0,1647195600,10370
760928.0,1,725000.0,1,1647195600,10372
87125.0,4,,0,1647195600,10374
320000.0,2,,0,1647195600,10378
2512.0,6,2546.0,160,1647195600,1038
,0,566049.0,3,1647195600,10380
489572.0,3,418000.0,1,1647195600,10386
697745.0,2,,0,1647195600,10388
94998.0,2,,0,1647195600,10390
22417.0,1,,0,1647195600,10392
,0,4058007.0,1,1647195600,10394
,0,5000.0,1,1647195600,1040
,0,7000.0,2,1647195600,1042
,0,3245.0,2,1647195600,10434
,0,2179.0,1,1647195600,1044
8260.0,2,,0,1647195600,10442
25733.0,1,,0,1647195600,10446
,0,5410.0,2,1647195600,1046
92049.0,2,,0,1647195600,10462
7196.0,3,6622.0,3,1647195600,10470
,0,6675.0,119,1647195600,10476
,0,2933.0,1,1647195600,1048
1795.0,1300,1749.0,408,1647195600,105
,0,3000.0,3,1647195600,1053
,0,5500.0,1,1647195600,1055
,0,50003.0,2,1647195600,10564
,0,5084.0,5,1647195600,1057
44445.0,1,,0,1647195600,10589
73.0,3,26.0,28,1647195600,1059
27.0,12,,0,1647195600,1061
20.0,1,20.0,1,1647195600,1063
200.0,1,166.0,2,1647195600,1067
389.0,1,,0,1647195600,1069
,0,1965.0,2000,1647195600,107
,0,1283.0,2,1647195600,1071
3579.0,126,3539.0,18,1647195600,1073
,0,468.0,1,1647195600,1075
1468.0,3,1396.0,1,1647195600,1077
38885.0,21,37869.0,82,1647195600,1079
55723.0,11,54836.0,1,1647195600,10828
,0,368.0,5,1647195600,1083
3999.0,10,,0,1647195600,10891
1197.0,4761,1180.0,1,1647195600,109
3653.0,1,,0,1647195600,1091
31371.0,34,30674.0,21,1647195600,10925
,0,37600.0,8,1647195600,1093
6.0,4,,0,1647195600,1095
650.0,1,550.0,2,1647195600,1097
1100.0,2,,0,1647195600,10981
,0,2032.0,5,1647195600,1099
149863.0,1,,0,1647195600,11037
370.0,20,,0,1647195600,1105
,0,2055.0,2,1647195600,11061
430.0,1,,0,1647195600,11065
1098.0,145,1045.0,1,1647195600,1109
2257.0,920,2208.0,24,1647195600,11090
2090.0,250,2090.0,251,1647195600,11092
,0,2265.0,1,1647195600,11095
12650.0,8,,0,1647195600,11105
2736.0,18,2616.0,1,1647195600,1111
12371.0,2,12371.0,15,1647195600,11113
11800.0,3100,11750.0,2,1647195600,11115
12490.0,106,12102.0,1,1647195600,11118
,0,12204.0,4943,1647195600,11126
29531.0,1,29200.0,30,1647195600,1113
1920000.0,2,1895131.0,2,1647195600,11133
100.0,137,97.0,1,1647195600,1115
,0,21.0,1,1647195600,1117
875.0,101,,0,1647195600,1119
59900.0,1,51110.0,1,1647195600,11200
2840.0,340,,0,1647195600,1121
1398.0,2413,1360.0,359,1647195600,11212
,0,1403.0,1,1647195600,11227
,0,2000.0,5,1647195600,11229
9420.0,906,9400.0,15,1647195600,1123
1949.0,2300,1912.0,5791,1647195600,11230
,0,2261.0,957,1647195600,11232
,0,773893.0,1,1647195600,11235
,0,1412.0,669,1647195600,11237
,0,2003.0,4,1647195600,11238
,0,2501.0,8,1647195600,11240
,0,4015.0,96,1647195600,11242
,0,2100.0,8,1647195600,11244
,0,2500.0,3,1647195600,11246
4189.0,86,4160.0,1014,1647195600,11248
3008.0,1,3008.0,3,1647195600,1125
,0,4727.0,4,1647195600,11250
,0,21431.0,170,1647195600,11252
41564.0,20,41356.0,7,1647195600,11254
,0,345900.0,2,1647195600,11256
886.0,400,842.0,92,1647195600,11260
38379.0,7,38355.0,76,1647195600,1127
,0,3794201.0,5,1647195600,11284
19.0,1,18.0,1,1647195600,1129
,0,600.0,3,1647195600,113
6.0,1,,0,1647195600,1131
408.0,1,,0,1647195600,1133
4232.0,75,4230.0,1,1647195600,1135
45.0,2,,0,1647195600,1137
301.0,125,291.0,26,1647195600,1143
,0,888.0,4,1647195600,1145
,0,10859.0,38,1647195600,1147
194.0,2,,0,1647195600,11473
59900.0,1,58604.0,11,1647195600,1149
,0,242.0,1,1647195600,115
150.0,1,98.0,1,1647195600,1153
165.0,1,152.0,2,1647195600,1155
104.0,2,,0,1647195600,1157
1950.0,4,1806.0,10,1647195600,1161
20478.0,5,20360.0,122,1647195600,1163
,0,540.0,1,1647195600,1165
6.0,2,,0,1647195600,1167
38.0,44,35.0,1,1647195600,1169
,0,94.0,1,1647195600,1171
199.0,2,31.0,1,1647195600,1173
200.0,1,,0,1647195600,1175
,0,36169091.0,6,1647195600,11785
62500.0,1,,0,1647195600,11787
13253794.0,15,12997280.0,4,1647195600,11802
14878778.0,10,14685497.0,3,1647195600,11804
25699999.0,1,25284000.0,2,1647195600,11806
679.0,5,866.0,5,1647195600,1181
,0,153501.0,2,1647195600,11818
,0,153001.0,4,1647195600,11820
,0,156671.0,1,1647195600,11822
12909272.0,1,12741497.0,1,1647195600,11824
9684832.0,3,9563798.0,2,1647195600,11826
41500000.0,2,41364161.0,1,1647195600,11828
,0,1994.0,2,1647195600,1183
36581703.0,1,36090170.0,2,1647195600,11830
25570014.0,3,25473608.0,5,1647195600,11832
21549000.0,2,21390221.0,6,1647195600,11834
251032.0,3,,0,1647195600,11836
288085.0,1,258781.0,1,1647195600,11838
176540.0,22,172170.0,8,1647195600,11840
23500.0,2,22520.0,44,1647195600,1185
61.0,5001,,0,1647195600,11875
58.0,6991,44.0,1,1647195600,11876
13141723.0,1,13000000.0,1,1647195600,11889
,0,40000.0,2,1647195600,11902
43000.0,1,42143.0,3,1647195600,11908
53.0,2,30.0,1,1647195600,1191
,0,4778694.0,3,1647195600,11920
2707692.0,2,,0,1647195600,11924
,0,1272.0,3,1647195600,11934
1520.0,303,1472.0,44,1647195600,11936
3.0,375,,0,1647195600,11940
3306.0,2,,0,1647195600,11943
,0,150.0,1,1647195600,11951
2488.0,840,2477.0,943,1647195600,11959
100606.0,1,,0,1647195600,11964
12752.0,21,,0,1647195600,11968
,0,1030.0,29,1647195600,1197
12445.0,5,12574.0,3,1647195600,11972
12603.0,91,12253.0,144,1647195600,11978
13659.0,42,13612.0,54,1647195600,11980
2952.0,2,2800.0,38,1647195600,1199
,0,1262.0,7,1647195600,11992
2095947.0,1,,0,1647195600,11998
,0,183842.0,1,1647195600,12
2270004.0,2,2201551.0,2,1647195600,12000
449156.0,10,439934.0,4,1647195600,12002
751264.0,1,730024.0,3,1647195600,12004
31958.0,31,32034.0,65,1647195600,1201
79.0,4,80.0,3,1647195600,1203
95.0,5,97.0,6,1647195600,1205
,0,4.0,87,1647195600,121
,0,342.0,1,1647195600,1211
,0,4383.0,38,1647195600,1213
17351.0,4,17308.0,39,1647195600,1215
161.0,1,160.0,1,1647195600,1217
,0,20157.0,1,1647195600,12197
,0,3598.0,1,1647195600,12201
,0,30725.0,1,1647195600,12203
,0,71345.0,2,1647195600,12231
17182.0,1,15200.0,1,1647195600,12261
,0,5000.0,2,1647195600,12263
9516.0,2,,0,1647195600,12269
,0,7008.0,1,1647195600,12283
4349.0,1,,0,1647195600,12297
,0,2200.0,1,1647195600,12303
1498.0,2,,0,1647195600,12307
,0,3654.0,1,1647195600,12309
19636.0,1,,0,1647195600,12313
238.0,2,,0,1647195600,1237
,0,2084.0,1,1647195600,12377
,0,11850.0,1,1647195600,12385
523.0,3,523.0,1,1647195600,1239
13136.0,3,12700.0,12,1647195600,12402
15924.0,2,15712.0,2,1647195600,12403
4222.0,3,,0,1647195600,12405
24265.0,16,24265.0,2,1647195600,12406
519.0,19,,0,1647195600,12407
2205.0,2,2084.0,6,1647195600,12408
13566.0,8,12700.0,18,1647195600,12409
13397.0,6,10517.0,3,1647195600,12410
819.0,43,,0,1647195600,12411
,0,11900.0,2,1647195600,1247
,0,26000.0,1,1647195600,12476
,0,35404.0,2,1647195600,12478
70000.0,1,57028.0,4,1647195600,12480
,0,43587.0,4,1647195600,12482
38995.0,1,22474.0,4,1647195600,12486
,0,32100.0,2,1647195600,12488
,0,37600.0,1,1647195600,1249
,0,239646.0,6,1647195600,12492
,0,520000.0,3,1647195600,12494
,0,80003.0,2,1647195600,12496
,0,73000.0,1,1647195600,12498
228878.0,2,253604.0,3,1647195600,12500
592660.0,3,542637.0,3,1647195600,12502
95000.0,1,83637.0,1,1647195600,12504
97609.0,1,,0,1647195600,12506
523186.0,3,503991.0,1,1647195600,12508
757924.0,6,762023.0,1,1647195600,12510
,0,851445.0,1,1647195600,12526
5382387.0,1,5207380.0,1,1647195600,12596
,0,20037008.0,1,1647195600,12601
,0,1550000.0,1,1647195600,12603
,0,28245.0,1,1647195600,12620
,0,39825.0,2,1647195600,12622
23244.0,2,,0,1647195600,12623
35000.0,1,30000.0,2,1647195600,12624
6803.0,202,6703.0,79,1647195600,12625
5130.0,34,4985.0,2919,1647195600,12627
,0,3127.0,4,1647195600,12629
,0,1902.0,1,1647195600,12633
,0,1177.0,1800,1647195600,12640
63.0,86,61.0,3,1647195600,1265
112.0,26,,0,1647195600,1267
12250.0,458,12131.0,392,1647195600,12695
1788.0,2,1698.0,2,1647195600,1271
550.0,3,411.0,23,1647195600,1273
19299.0,3,18627.0,25,1647195600,1275
83.0,1,,0,1647195600,1277
,0,1681.0,1,1647195600,12775
,0,1640.0,1,1647195600,12776
,0,1746.0,2,1647195600,12779
,0,2086.0,1,1647195600,12780
,0,82050.0,2,1647195600,12783
136640.0,1,,0,1647195600,12786
902412366.0,1,,0,1647195600,12817
108607498.0,2,108300000.0,2,1647195600,12821
168595999.0,1,166651051.0,2,1647195600,12825
66691.0,4,61800.0,1,1647195600,12829
785827.0,4,778536.0,1,1647195600,12831
,0,281.0,3,1647195600,1285
43000.0,2,,0,1647195600,12851
760172.0,1,,0,1647195600,12863
8187.0,1,,0,1647195600,12865
16794.0,8,,0,1647195600,12871
2048469.0,1,2048469.0,1,1647195600,12873
960501.0,3,,0,1647195600,12875
3939000.0,5,3889446.0,1,1647195600,12877
4785000.0,5,,0,1647195600,12881
,0,11910.0,20,1647195600,1289
3065000.0,2,3031261.0,1,1647195600,12900
10759557.0,1,10700000.0,2,1647195600,12902
3030.0,20,2800.0,1,1647195600,12905
,0,2334.0,5,1647195600,12907
,0,126.0,1,1647195600,1291
,0,851.0,3,1647195600,12911
10498.0,395,10408.0,1,1647195600,12913
,0,8055.0,31,1647195600,12915
,0,5485.0,2,1647195600,12917
2948140.0,8,2917674.0,1,1647195600,12924
2896793.0,4,2867103.0,1,1647195600,12929
146.0,233678,143.0,23373,1647195600,12934
20667.0,43,20353.0,8,1647195600,12938
88.0,2,,0,1647195600,1295
879.0,2,,0,1647195600,12960
,0,300.0,1,1647195600,1297
476.0,2,,0,1647195600,12972
7080.0,1,,0,1647195600,13000
,0,1612.0,7,1647195600,1301
18900.0,2,,0,1647195600,13012
18601.0,21,18717.0,112,1647195600,1303
59600.0,2,59136.0,30,1647195600,1305
,0,150.0,68,1647195600,1309
,0,375.0,1,1647195600,1311
,0,836.0,1,1647195600,1313
1250.0,2,,0,1647195600,1315
,0,1720001.0,1,1647195600,13161
1066000.0,1,,0,1647195600,13165
1585090.0,1,,0,1647195600,13169
,0,3471.0,16,1647195600,1317
37831.0,48,37828.0,4,1647195600,1319
5272161.0,39,5205488.0,14,1647195600,13190
,0,80001.0,3,1647195600,13229
,0,80.0,2,1647195600,1323
,0,2742400.0,2,1647195600,13235
43590000.0,1,43060870.0,1,1647195600,13237
27460391.0,1,27091322.0,2,1647195600,13239
,0,82.0,2,1647195600,1325
21269000.0,2,21200000.0,1,1647195600,13263
3023606.0,1,2968049.0,1,1647195600,13265
3000000.0,1,2922992.0,4,1647195600,13271
336.0,5,,0,1647195600,1329
207.0,1,,0,1647195600,133
1326.0,4,1326.0,6,1647195600,1331
15011.0,12,14731.0,11,1647195600,1333
,0,931.0,26,1647195600,13383
3581.0,1,2812.0,1,1647195600,13385
3495.0,1,3403.0,1,1647195600,13387
6976.0,22,6244.0,1,1647195600,13389
19.0,721,,0,1647195600,13391
,0,4.0,5217,1647195600,13421
125.0,1000,,0,1647195600,13431
,0,1700.0,168,1647195600,13439
1995.0,6564,1917.0,249,1647195600,13441
,0,2300.0,1,1647195600,1345
,0,24630.0,78,1647195600,1347
,0,603.0,4,1647195600,13472
,0,870.0,38,1647195600,13475
,0,1200.0,37,1647195600,13478
,0,1969.0,21,1647195600,13484
1356.0,1,1356.0,3,1647195600,13490
,0,1800.0,8,1647195600,13493
,0,2109.0,7,1647195600,13496
,0,4013.0,21,1647195600,13502
2827.0,2,2800.0,16,1647195600,13508
58.0,29,,0,1647195600,1351
,0,4400.0,26,1647195600,13511
47.0,9,,0,1647195600,1353
69.0,1,,0,1647195600,1355
444.0,13,404.0,1,1647195600,1357
683.0,100,671.0,3050,1647195600,13573
,0,35909385.0,5,1647195600,13576
7146.0,2,7146.0,38,1647195600,1359
558.0,1,,0,1647195600,1361
