,avgHighPrice,highPriceVolume,avgLowPrice,lowPriceVolume,timestamp,id
10000,,0,4001.0,1,1646682900,10000
10006,9.0,8,,0,1646682900,10006
10008,54.0,4,,0,1646682900,10008
10012,499.0,1,,0,1646682900,10012
10029,6.0,6,,0,1646682900,10029
10034,835.0,11000,831.0,449,1646682900,10034
1005,150.0,1,102.0,1,1646682900,1005
10069,1275.0,1,,0,1646682900,10069
1007,,0,150.0,2,1646682900,1007
10075,4999.0,1,,0,1646682900,10075
10145,6.0,500,5.0,11790,1646682900,10145
10148,614.0,1,550.0,43,1646682900,10148
1017,1000.0,1,457.0,1,1646682900,1017
1021,,0,172.0,4,1646682900,1021
1023,,0,278.0,11,1646682900,1023
1027,588.0,1,,0,1646682900,1027
10282,,0,2904.0,1,1646682900,10282
10284,6500.0,1,,0,1646682900,10284
10290,23856.0,1,23856.0,1,1646682900,10290
10324,25317.0,1,,0,1646682900,10324
10326,,0,99.0,32,1646682900,10326
10327,,0,40.0,8,1646682900,10327
1033,5918.0,7,4798.0,7,1646682900,1033
10344,26201000.0,1,,0,1646682900,10344
1035,,0,1614.0,3,1646682900,1035
10364,,0,14415.0,2,1646682900,10364
10368,160000.0,2,,0,1646682900,10368
10370,683852.0,1,657215.0,2,1646682900,10370
10372,,0,816418.0,1,1646682900,10372
10374,,0,115196.0,1,1646682900,10374
10376,,0,16321.0,4,1646682900,10376
10378,,0,270351.0,3,1646682900,10378
10380,584551.0,1,575781.0,2,1646682900,10380
10386,,0,450000.0,1,1646682900,10386
10388,792626.0,1,780339.0,2,1646682900,10388
10406,,0,5000.0,1,1646682900,10406
10448,,0,20001.0,2,1646682900,10448
10454,,0,30000.0,4,1646682900,10454
10456,31027.0,4,,0,1646682900,10456
1046,5253.0,1,,0,1646682900,1046
10460,261533.0,1,,0,1646682900,10460
10468,,0,149086.0,1,1646682900,10468
10472,,0,5500.0,2,1646682900,10472
10476,6708.0,478,6618.0,241,1646682900,10476
1048,,0,3291.0,5,1646682900,1048
10496,,0,2422.0,1,1646682900,10496
1059,,0,25.0,2,1646682900,1059
1061,,0,35.0,90,1646682900,1061
1063,6.0,8,6.0,1,1646682900,1063
