avgHighPrice,highPriceVolume,avgLowPrice,lowPriceVolume,timestamp,id
,0,179416.0,1,1647194700,10
,0,1219.0,1,1647194700,10004
67.0,110,64.0,10,1647194700,10008
198.0,1,,0,1647194700,10010
50.0,20,,0,1647194700,10012
24.0,3,,0,1647194700,10029
850.0,1,858.0,1,1647194700,10033
969.0,10539,950.0,3030,1647194700,10034
43.0,2,12.0,1,1647194700,1005
,0,3592.0,1,1647194700,10085
880.0,2101,860.0,1,1647194700,101
1.0,26,1.0,65,1647194700,10119
101.0,1,,0,1647194700,1013
,0,90.0,10,1647194700,10136
,0,411.0,2,1647194700,10148
,0,50.0,1,1647194700,1015
,0,743.0,17,1647194700,10159
414.0,104,404.0,2,1647194700,1017
430.0,101,227.0,2,1647194700,1021
,0,209.0,4,1647194700,1023
111.0,1,,0,1647194700,1025
,0,4011.0,1,1647194700,10280
,0,2841.0,1,1647194700,10282
,0,2777.0,334,1647194700,103
,0,80.0,3,1647194700,10326
,0,74.0,46,1647194700,10327
6110.0,16,4540.0,1,1647194700,1033
84999998.0,1,,0,1647194700,10338
31943792.0,1,,0,1647194700,10340
2980.0,1,2672.0,3,1647194700,1035
,0,707725.0,2,1647194700,10370
765718.0,2,743152.0,2,1647194700,10372
87125.0,1,,0,1647194700,10374
240811.0,5,236888.0,1,1647194700,10378
,0,554186.0,1,1647194700,10380
98255.0,1,94000.0,1,1647194700,10382
720886.0,1,,0,1647194700,10388
,0,7000.0,1,1647194700,1042
,0,1000.0,1,1647194700,10430
33000.0,1,23000.0,1,1647194700,10446
32033.0,2,,0,1647194700,10456
,0,89020.0,2,1647194700,10462
,0,92280.0,1,1647194700,10466
6730.0,8,6675.0,273,1647194700,10476
1796.0,531,1714.0,1,1647194700,105
5015.0,22,,0,1647194700,1050
,0,4080.0,1,1647194700,1053
,0,28793.0,1,1647194700,10589
72.0,104,,0,1647194700,1059
27.0,203,,0,1647194700,1061
6.0,2,,0,1647194700,1063
,0,132.0,1,1647194700,1067
408.0,4,,0,1647194700,1069
,0,1283.0,2,1647194700,1071
3579.0,1,3539.0,14,1647194700,1073
,0,465.0,2,1647194700,1075
1468.0,2,1396.0,3,1647194700,1077
37932.0,26,37703.0,163,1647194700,1079
994.0,4,729.0,20,1647194700,10810
,0,905.0,8,1647194700,10812
1290.0,2,,0,1647194700,10822
200.0,1,,0,1647194700,10824
55672.0,6,53096.0,35,1647194700,10828
,0,368.0,2,1647194700,1083
,0,1302.0,2,1647194700,1085
,0,900.0,1,1647194700,1089
3653.0,1,3601.0,2,1647194700,1091
31282.0,78,30638.0,16,1647194700,10925
,0,21213.0,2,1647194700,10927
37750.0,70,37476.0,23,1647194700,1093
,0,6250.0,1,1647194700,10931
8.0,4,,0,1647194700,1095
650.0,1,550.0,15,1647194700,1097
2032.0,1,2032.0,4,1647194700,1099
119.0,6,97.0,1,1647194700,1101
,0,135000.0,2,1647194700,11037
257.0,10,257.0,2,1647194700,1105
,0,210.0,20000,1647194700,11069
1288.0,1,796.0,1,1647194700,1107
,0,737.0,10,1647194700,11076
,0,1126.0,28,1647194700,11085
,0,988.0,3,1647194700,1109
2256.0,140,2208.0,11,1647194700,11090
,0,2055.0,7,1647194700,11092
2277.0,2,,0,1647194700,11095
12451.0,3,,0,1647194700,11105
2704.0,3,2616.0,2,1647194700,1111
,0,12371.0,17,1647194700,11113
11800.0,1,11800.0,301,1647194700,11115
12751.0,9,,0,1647194700,11118
12267.0,8,12204.0,8,1647194700,11126
,0,1894649.0,1,1647194700,11128
29531.0,1,29200.0,39,1647194700,1113
1916962.0,1,1894498.0,1,1647194700,11133
100.0,20,,0,1647194700,1115
917.0,127,876.0,1,1647194700,1119
59900.0,1,51691.0,1,1647194700,11200
2840.0,752,2757.0,4,1647194700,1121
1390.0,754,1355.0,3146,1647194700,11212
9555.0,1312,9535.0,715,1647194700,1123
1936.0,5600,1912.0,7763,1647194700,11230
2315.0,2377,2352.0,2268,1647194700,11232
712390.0,4,709327.0,4,1647194700,11235
,0,1434.0,1438,1647194700,11237
,0,2501.0,5,1647194700,11240
4220.0,22,4015.0,14,1647194700,11242
,0,2100.0,2,1647194700,11244
,0,2500.0,2,1647194700,11246
4160.0,1,4122.0,1747,1647194700,11248
3008.0,1,3008.0,2,1647194700,1125
,0,4778.0,115,1647194700,11250
21915.0,56,21431.0,63,1647194700,11252
,0,41356.0,17,1647194700,11254
,0,345900.0,1,1647194700,11256
845.0,1301,836.0,248,1647194700,11260
38470.0,32,38368.0,266,1647194700,1127
3764672.0,6,,0,1647194700,11284
34.0,1,,0,1647194700,1129
780.0,256,540.0,12,1647194700,113
5.0,3,,0,1647194700,1131
,0,333.0,9,1647194700,1133
,0,155.0,5,1647194700,11332
4235.0,2004,4233.0,371,1647194700,1135
45.0,1,23.0,1,1647194700,1137
,0,11850.0,3,1647194700,11377
,0,19.0,1,1647194700,1141
,0,291.0,1,1647194700,1143
,0,888.0,2,1647194700,1145
,0,10904.0,44,1647194700,1147
59900.0,1,58793.0,16,1647194700,1149
,0,213.0,1,1647194700,11509
250.0,2,,0,1647194700,1151
165.0,1,,0,1647194700,1155
131.0,2,,0,1647194700,1157
,0,753.0,3,1647194700,1159
,0,1803.0,4,1647194700,1161
20478.0,5,20480.0,296,1647194700,1163
,0,540.0,1,1647194700,1165
6.0,2,,0,1647194700,1167
39.0,3,35.0,7,1647194700,1169
,0,94.0,2,1647194700,1171
,0,31.0,1,1647194700,1173
,0,40.0,1,1647194700,1175
36355199.0,2,36192699.0,2,1647194700,11785
,0,8180000.0,1,1647194700,11791
13186071.0,4,13062614.0,1,1647194700,11802
14722275.0,3,14565682.0,4,1647194700,11804
25548882.0,1,25290000.0,3,1647194700,11806
5299641.0,2,,0,1647194700,11808
,0,153501.0,1,1647194700,11818
,0,12719229.0,4,1647194700,11824
,0,9532574.0,2,1647194700,11826
41949601.0,3,41248434.0,2,1647194700,11828
2236.0,2,1994.0,2,1647194700,1183
