,avgHighPrice,highPriceVolume,avgLowPrice,lowPriceVolume,timestamp,id
10,184902.0,2,184902.0,1,1646701200,10
10006,9.0,10,,0,1646701200,10006
10008,54.0,250,45.0,1,1646701200,10008
10010,15.0,2,11.0,1,1646701200,10010
10012,,0,39.0,20,1646701200,10012
10029,6.0,5,,0,1646701200,10029
10034,840.0,1900,835.0,1911,1646701200,10034
10043,,0,2.0,1,1646701200,10043
1005,,0,102.0,6,1646701200,1005
10069,1400.0,1,,0,1646701200,10069
1007,204.0,1,200.0,4,1646701200,1007
10075,3532.0,1,,0,1646701200,10075
10083,1693.0,4,1693.0,5,1646701200,10083
10085,3184.0,8,,0,1646701200,10085
10089,,0,83.0,5,1646701200,10089
10097,,0,193.0,18,1646701200,10097
10109,3480.0,27,,0,1646701200,10109
10127,1245.0,2,,0,1646701200,10127
1013,120.0,8,,0,1646701200,1013
10143,1.0,600,,0,1646701200,10143
10145,6.0,2000,,0,1646701200,10145
10148,601.0,1,600.0,15,1646701200,10148
10149,,0,275.0,7,1646701200,10149
10159,,0,842.0,216,1646701200,10159
1017,,0,457.0,2,1646701200,1017
1019,,0,564.0,2,1646701200,1019
1023,500.0,1,,0,1646701200,1023
1027,,0,250.0,1,1646701200,1027
10286,,0,34784.0,2,1646701200,10286
10292,,0,33587.0,2,1646701200,10292
10294,24046.0,1,,0,1646701200,10294
103,2551.0,200,,0,1646701200,103
10326,,0,100.0,11,1646701200,10326
10338,,0,83800000.0,1,1646701200,10338
10340,,0,32501111.0,1,1646701200,10340
10364,14918.0,1,,0,1646701200,10364
10368,,0,109541.0,1,1646701200,10368
10370,,0,669643.0,1,1646701200,10370
10372,,0,822179.0,1,1646701200,10372
10374,,0,81666.0,6,1646701200,10374
10378,,0,278536.0,3,1646701200,10378
1038,,0,2695.0,4,1646701200,1038
10380,,0,639855.0,2,1646701200,10380
10382,97000.0,6,,0,1646701200,10382
10388,802110.0,1,790000.0,1,1646701200,10388
10390,83648.0,2,,0,1646701200,10390
10394,4685000.0,1,,0,1646701200,10394
1040,,0,3078.0,1,1646701200,1040
10412,,0,20797.0,1,1646701200,10412
1042,,0,7000.0,3,1646701200,1042
1044,2398.0,1,,0,1646701200,1044
10452,31394.0,1,,0,1646701200,10452
10476,,0,6606.0,65,1646701200,10476
1048,,0,3100.0,3,1646701200,1048
10496,5000.0,2,,0,1646701200,10496
1059,87.0,1,,0,1646701200,1059
1061,33.0,5,30.0,2,1646701200,1061
1063,,0,9.0,3,1646701200,1063
1067,95.0,1,,0,1646701200,1067
1069,627.0,1,,0,1646701200,1069
1071,1360.0,1,1332.0,2,1646701200,1071
1073,3481.0,1,3481.0,19,1646701200,1073
1077,1768.0,2,1600.0,6,1646701200,1077
1079,37802.0,67,37726.0,64,1646701200,1079
10818,47.0,1,,0,1646701200,10818
10822,1999.0,1,,0,1646701200,10822
10824,450.0,1,,0,1646701200,10824
10826,2057.0,3,,0,1646701200,10826
10828,52702.0,7,51278.0,17,1646701200,10828
1083,500.0,1,388.0,1,1646701200,1083
1085,,0,1397.0,2,1646701200,1085
10925,27347.0,208,26864.0,23,1646701200,10925
1093,,0,37870.0,17,1646701200,1093
10937,,0,10524.0,25,1646701200,10937
1095,8.0,5,5.0,1,1646701200,1095
1097,987.0,2,,0,1646701200,1097
10981,1060.0,2,,0,1646701200,10981
1099,2222.0,12,2105.0,1,1646701200,1099
1101,190.0,2,122.0,2,1646701200,1101
11037,118000.0,1,107439.0,3,1646701200,11037
11065,749.0,1,416.0,1,1646701200,11065
11072,,0,490.0,1,1646701200,11072
11076,,0,810.0,11,1646701200,11076
1109,,0,1048.0,1,1646701200,1109
11090,,0,2222.0,2,1646701200,11090
11092,2047.0,272,2047.0,286,1646701200,11092
11095,2263.0,1,,0,1646701200,11095
111,8308.0,170,,0,1646701200,111
11105,12650.0,6,,0,1646701200,11105
1111,,0,3696.0,1,1646701200,1111
11113,,0,12353.0,41,1646701200,11113
11118,12300.0,6,12090.0,2,1646701200,11118
11126,12350.0,1,12249.0,18,1646701200,11126
11128,1936994.0,3,1917516.0,3,1646701200,11128
1113,29774.0,75,29446.0,57,1646701200,1113
11133,1942468.0,3,1897300.0,2,1646701200,11133
1115,76.0,707,,0,1646701200,1115
1117,53.0,11,,0,1646701200,1117
1119,822.0,321,803.0,358,1646701200,1119
11200,59999.0,1,,0,1646701200,11200
1121,2775.0,372,2743.0,501,1646701200,1121
11212,1299.0,4596,1284.0,3435,1646701200,11212
11229,,0,2253.0,4,1646701200,11229
1123,9551.0,77,9550.0,5,1646701200,1123
11230,1934.0,1200,1934.0,400,1646701200,11230
11232,,0,2213.0,1289,1646701200,11232
11235,693499.0,3,,0,1646701200,11235
11237,1279.0,199,1204.0,1123,1646701200,11237
11238,,0,1986.0,148,1646701200,11238
11240,,0,2509.0,1,1646701200,11240
11242,3286.0,41,3227.0,152,1646701200,11242
11244,1799.0,14,1799.0,4,1646701200,11244
11246,,0,2271.0,38,1646701200,11246
11248,4371.0,3895,4273.0,1822,1646701200,11248
1125,2925.0,2,,0,1646701200,1125
11250,4855.0,77,4758.0,367,1646701200,11250
11252,22000.0,50,21406.0,35,1646701200,11252
11254,39917.0,1,39100.0,51,1646701200,11254
11260,790.0,1802,772.0,1060,1646701200,11260
1127,38514.0,9,38388.0,133,1646701200,1127
11280,397873.0,1,,0,1646701200,11280
11284,3700000.0,1,3647019.0,3,1646701200,11284
1129,21.0,1,23.0,13,1646701200,1129
1131,,0,10.0,2,1646701200,1131
1133,450.0,1,,0,1646701200,1133
1135,4300.0,234,4233.0,3336,1646701200,1135
11367,,0,2000.0,1,1646701200,11367
11375,968.0,4,,0,1646701200,11375
11377,,0,11900.0,1,1646701200,11377
1139,600.0,1,,0,1646701200,1139
1143,,0,742.0,1,1646701200,1143
1147,11191.0,1,11100.0,36,1646701200,1147
1149,,0,58669.0,9,1646701200,1149
115,,0,230.0,1,1646701200,115
1153,62.0,2,,0,1646701200,1153
1159,,0,702.0,2,1646701200,1159
1161,1889.0,1,1796.0,8,1646701200,1161
1163,20496.0,32,20486.0,218,1646701200,1163
1165,666.0,1,633.0,2,1646701200,1165
1169,36.0,2,35.0,3,1646701200,1169
1177,167.0,1,,0,1646701200,1177
11785,35002686.0,2,34607050.0,3,1646701200,11785
1179,419.0,2,,0,1646701200,1179
11791,,0,7585374.0,1,1646701200,11791
11802,12297203.0,5,12234992.0,9,1646701200,11802
11804,14063226.0,1,13902430.0,4,1646701200,11804
11808,4505989.0,1,4377327.0,1,1646701200,11808
11818,,0,152000.0,3,1646701200,11818
11822,,0,157001.0,4,1646701200,11822
11824,12613267.0,3,12503106.0,2,1646701200,11824
11826,9252510.0,2,9100000.0,3,1646701200,11826
11828,39894743.0,3,39341264.0,1,1646701200,11828
1183,2074.0,42,,0,1646701200,1183
11830,35939733.0,5,35289932.0,2,1646701200,11830
11832,25376282.0,4,25250000.0,3,1646701200,11832
11834,21751009.0,4,21538687.0,11,1646701200,11834
