avgHighPrice,highPriceVolume,avgLowPrice,lowPriceVolume,timestamp,id
189997.0,1,179416.0,2,1647195300,10
50.0,1,,0,1647195300,10012
,0,815.0,224,1647195300,10033
974.0,9645,960.0,116,1647195300,10034
2267.0,2,,0,1647195300,10035
3214.0,1,,0,1647195300,10037
9011.0,1,,0,1647195300,10039
43.0,1,,0,1647195300,1005
890.0,2,,0,1647195300,10069
,0,1805.0,2,1647195300,10083
879.0,100,,0,1647195300,101
,0,77.0,100,1647195300,1011
101.0,1,,0,1647195300,1013
426.0,2,,0,1647195300,10148
,0,302.0,27,1647195300,10149
,0,10.0,1,1647195300,10150
1803.0,2,,0,1647195300,10156
101.0,200,,0,1647195300,10158
429.0,53,,0,1647195300,1017
,0,583.0,1,1647195300,1019
4946.0,1,,0,1647195300,10280
,0,2777.0,58,1647195300,103
,0,80.0,32,1647195300,10326
82.0,27,83.0,66,1647195300,10327
6110.0,16,4726.0,16,1647195300,1033
,0,41400000.0,1,1647195300,10330
,0,20700000.0,1,1647195300,10332
2980.0,21,,0,1647195300,1035
17765.0,9,17000.0,1,1647195300,10364
689290.0,2,662125.0,1,1647195300,10370
764985.0,3,748805.0,1,1647195300,10372
,0,82978.0,1,1647195300,10374
239925.0,1,,0,1647195300,10378
,0,7000.0,5,1647195300,1038
,0,550000.0,3,1647195300,10380
,0,73001.0,1,1647195300,10384
424074.0,1,430000.0,2,1647195300,10386
,0,677196.0,1,1647195300,10388
,0,85000.0,1,1647195300,10390
4200000.0,2,,0,1647195300,10394
8500.0,1,5000.0,1,1647195300,1040
,0,2076.0,5,1647195300,1044
8260.0,2,,0,1647195300,10442
27087.0,2,,0,1647195300,10446
9450.0,1,,0,1647195300,10448
39349.0,2,,0,1647195300,10452
27955.0,2,,0,1647195300,10454
6079.0,5,,0,1647195300,1046
,0,111514.0,1,1647195300,10464
,0,9005.0,1,1647195300,10470
,0,6675.0,3275,1647195300,10476
,0,1350.0,1,1647195300,10496
1733.0,1700,,0,1647195300,105
53999.0,1,,0,1647195300,10564
