,avgHighPrice,highPriceVolume,avgLowPrice,lowPriceVolume,timestamp,id
10008,54.0,328,,0,1646692500,10008
10010,15.0,1,,0,1646692500,10010
10029,6.0,2,,0,1646692500,10029
10034,837.0,7000,824.0,18713,1646692500,10034
1005,150.0,1,,0,1646692500,1005
1007,204.0,1,200.0,1,1646692500,1007
101,,0,882.0,5000,1646692500,101
10127,1245.0,2,,0,1646692500,10127
1013,300.0,2,,0,1646692500,1013
1017,,0,436.0,1,1646692500,1017
1019,650.0,1,564.0,3,1646692500,1019
1021,223.0,1,,0,1646692500,1021
10292,20521.0,1,,0,1646692500,10292
103,2563.0,1110,,0,1646692500,103
10300,,0,3016.0,1,1646692500,10300
10326,103.0,250,90.0,36,1646692500,10326
10327,,0,39.0,83,1646692500,10327
1033,,0,5947.0,15,1646692500,1033
10332,,0,20400000.0,2,1646692500,10332
1035,,0,2509.0,7,1646692500,1035
10370,681861.0,1,661544.0,1,1646692500,10370
10372,832391.0,2,822003.0,2,1646692500,10372
10374,,0,90261.0,3,1646692500,10374
10376,27500.0,1,17178.0,2,1646692500,10376
10378,297461.0,1,,0,1646692500,10378
1038,2323.0,1,,0,1646692500,1038
10380,596730.0,2,,0,1646692500,10380
10382,84771.0,2,,0,1646692500,10382
10384,74244.0,1,,0,1646692500,10384
10386,448885.0,1,425525.0,2,1646692500,10386
10388,805000.0,1,795000.0,1,1646692500,10388
10390,99890.0,1,90000.0,3,1646692500,10390
10410,4262.0,1,,0,1646692500,10410
1044,1970.0,5,,0,1646692500,1044
10444,6640.0,1,,0,1646692500,10444
10456,31107.0,1,,0,1646692500,10456
10460,,0,247000.0,1,1646692500,10460
10476,,0,6601.0,137,1646692500,10476
1048,,0,5472.0,2,1646692500,1048
10496,2000.0,2,,0,1646692500,10496
105,1715.0,1194,,0,1646692500,105
10564,58303.0,2,49813.0,4,1646692500,10564
1059,,0,66.0,1,1646692500,1059
1061,100.0,1,,0,1646692500,1061
1063,6.0,39,6.0,38,1646692500,1063
1065,1135.0,6,1019.0,597,1646692500,1065
1069,474.0,3,373.0,2,1646692500,1069
107,1939.0,3002,,0,1646692500,107
1071,1360.0,1,1318.0,3,1646692500,1071
1073,3498.0,139,3481.0,20,1646692500,1073
1077,1646.0,3,,0,1646692500,1077
1079,37802.0,84,37772.0,224,1646692500,1079
10812,889.0,16,,0,1646692500,10812
10822,946.0,2,,0,1646692500,10822
10824,280.0,4,,0,1646692500,10824
10826,1844.0,5,,0,1646692500,10826
10828,52638.0,3,51358.0,7,1646692500,10828
1083,500.0,1,,0,1646692500,1083
1085,,0,1397.0,1,1646692500,1085
10891,2614.0,20,,0,1646692500,10891
109,1160.0,2,1122.0,1,1646692500,109
10925,27222.0,10,26968.0,341,1646692500,10925
10929,12477.0,1,,0,1646692500,10929
1093,37805.0,3,37805.0,44,1646692500,1093
10931,,0,6681.0,1,1646692500,10931
1095,10.0,1,6.0,1,1646692500,1095
10954,,0,380.0,1,1646692500,10954
10956,,0,295.0,1,1646692500,10956
1097,987.0,2,545.0,3,1646692500,1097
1099,,0,2181.0,40,1646692500,1099
1101,190.0,1,,0,1646692500,1101
1103,,0,196.0,12,1646692500,1103
11037,141992.0,1,,0,1646692500,11037
1105,273.0,8,264.0,1,1646692500,1105
11061,5000.0,1,,0,1646692500,11061
11065,750.0,1,,0,1646692500,11065
11072,,0,608.0,62,1646692500,11072
11076,,0,810.0,78,1646692500,11076
11079,965.0,1,,0,1646692500,11079
11085,,0,1246.0,85,1646692500,11085
11090,2397.0,4,2301.0,702,1646692500,11090
11092,,0,2080.0,15,1646692500,11092
11105,12650.0,4,,0,1646692500,11105
1111,3749.0,2,3520.0,4,1646692500,1111
11113,12449.0,1,12353.0,26,1646692500,11113
11115,12049.0,172,,0,1646692500,11115
