"Frequency","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily"
"1994-04-04","3.671","","0.999","NaN","NaN","","NaN","0.057428","0.376","","0.338508","NaN","NaN","426.89","NaN","819.51","NaN","NaN","NaN","NaN","","NaN","NaN","NaN","NaN","NaN","NaN","7.7275","NaN","NaN","2154.63","NaN","NaN","31.42","1748.744878","","NaN","NaN","811.1","0.2976","","48.85","NaN","NaN","NaN","45.99","NaN","","3.3626","2.677","NaN","NaN","49.24","NaN","0.3845","2.175","27.565","30.5763","NaN","NaN","3.64","","NaN","1.753","3.7505","NaN","1.571","NaN","NaN","25.26","","NaN","","26.39","","1","NaN","0.1147","NaN","0.7122","NaN"
"1994-04-05","3.671","","0.999","0.865967","1.425919","","0.865147","0.053951","0.376","","0.3450196363636","1.394498","1.424998","426.57","8.7298","820.21","0.870712","29.4","0.866126","6.649985","","0.865621","0.827051","0.924359","0.882602","0.681569","0.730681","7.728","6.1507","103.099918","2156","0.896516","2.986","31.37","1747.132259","72.09","0.842685","103.170092","811.1","0.29737","","48.95","1.15848","0.865147","0.811037","45.95","0.910052","","3.363","2.6915","0.863088","7.360482","49.24","1.778725","0.3845","2.175","27.565","30.5763","2.2124","0.862968","3.64","0.165","1.68","1.753","3.7555","7.927982","1.5708","0.548132","1.079665","25.3","","0.0221597677254","5.82175","26.39","","1","NaN","0.11485","0.87717","0.7115","3.513539"
"1994-04-06","3.671","","0.999","0.87687","1.421466","","0.875808","0.051057","0.376","","0.351652","1.382002","1.448502","425.45","8.7298","820.93","0.879906","29.566","0.877121","6.716498","","0.874722","0.833303","0.933106","0.893351","0.681059","0.738313","7.7273","6.188","103.760272","2155","0.89963","2.994","31.37","1758.981033","72.72","0.854349","104.699896","813","0.29792","","49","1.15848","0.875808","0.809615","46.4","0.913981","","3.363","2.6925","0.873436","7.430499","49.24","1.768347","0.3845","2.18","27.56","30.5763","2.2254","0.865314","3.64","0.1673","1.69","1.772","3.752","7.952998","1.573","0.555382","1.086801","25.33","","0.0398531171606","5.82718","26.34","","1","NaN","0.115","0.886438","0.7163","3.534496"
"1994-04-07","3.671","","0.9998","0.874323","1.409037","","0.874441","0.051407","0.376","","0.3584109090909","1.384498","1.445992","425.38","8.7298","822.57","0.878004","29.798","0.874561","6.693474","","0.874055","0.830716","0.925535","0.892707","0.680732","0.736666","7.7274","6.2854","103.660079","2157.5","0.898672","2.993","31.37","1756.522548","72.57","0.847864","104.249901","812.5","0.29792","","48.95","1.15848","0.874441","0.815305","46.99","0.913977","","3.363","2.688","0.871118","7.414971","49.24","1.761489","0.3845","2.185","27.56","30.6264","2.2399","0.864214","3.64","0.1673","1.71","1.772","3.7569","7.889469","1.5718","0.562335","1.09437","25.34","","0.0369079011363","5.83224","26.37","","1","NaN","0.11515","0.884291","0.7153","3.546235"
"1994-04-08","3.671","","1","0.874836","1.39373","","0.874445","0.051797","0.376","","0.3652945454545","1.380005","1.443498","424.7","8.7298","825.28","0.878278","29.765","0.875077","6.702503","","0.875081","0.8312","0.927389","0.893961","0.677645","0.736933","7.7275","6.2523","103.7403","2158.13","0.88936","2.994","31.37","1760.303706","72.63","0.841784","105.119934","812.4","","","49","1.15848","0.874445","0.813883","46.92","0.913301","","3.3642","2.6865","0.872075","7.413501","49.24","1.76274","0.3845","2.185","27.56","30.6264","2.2401","0.868707","3.64","0.1675","1.71","1.772","3.7547","7.892503","1.5695","0.561408","1.093376","25.34","","0.0335943824793","5.84312","26.38","","1","4.7325","0.1153","0.883814","0.7168","3.547249"
"1994-04-09","","","","","","","","","","","NaN","","","NaN","","828.92","","","","","","","","","","","","","NaN","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","1.71","NaN","","","","","","","","","","","","1","NaN","","","",""
"1994-04-10","","","","","","","","","","","NaN","","","NaN","","828.92","","","","","","","","","","","","","NaN","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","NaN","NaN","","","","","","","","","","","","1","NaN","","","",""
"1994-04-11","3.671","","1","0.872874","1.387536","","0.871346","0.05245","0.376","","0.3723127272727","1.388497","1.437002","422.46","8.7298","828.92","0.874994","29.795","0.873031","6.685002","","0.873545","0.830298","0.92537","0.891492","0.677645","0.735261","7.726","6.2778","103.539566","2158.13","0.891482","2.99","31.42","1741.222026","72.36","0.836743","103.250406","814.3","0.29792","","48.95","1.15848","0.871346","0.815305","46.97","0.910943","","3.3654","2.688","0.869534","7.395003","49.24","1.75439","0.3845","2.175","27.56","30.6264","2.2426","0.866562","3.64","0.1675","NaN","1.772","3.7534","7.882501","1.564","0.562572","1.094271","25.26","","NaN","5.87179","26.38","","1","NaN","0.11545","0.881585","0.7136","3.592249"
"1994-04-12","3.671","","1","0.879047","1.377974","","0.876548","0.05695","0.376","","0.3794618181818","1.383492","1.448697","421.38","8.7298","829.32","0.880175","29.735","0.879162","6.725471","","0.877636","0.834441","0.929066","0.896198","0.679575","0.739278","7.7273","6.2553","103.890101","2158","0.892544","2.993","31.42","1753.765788","72.7","0.846443","103.59912","813.5","0.29765","","49","1.15848","0.876548","0.811036","46.79","0.913511","","3.365","2.6945","0.875701","7.435966","49.24","1.752843","0.3845","2.18","27.56","30.6264","2.2408","0.872444","3.64","0.1678","1.71","1.772","3.7534","7.899965","1.5657","0.561032","1.092247","25.27","","0.0336891644932","5.87295","26.39","","1","NaN","0.1156","0.887138","0.7156","3.605232"
"1994-04-13","3.671","","1","0.87905","1.382934","","0.877109","0.056801","0.376","","0.3867563636364","1.375501","1.446496","421.74","8.7298","828.81","0.879725","29.864","0.879166","6.729497","","0.877325","0.837269","0.929574","0.896217","0.677277","0.738752","7.727","6.2899","103.869966","2156.75","0.890669","2.991","31.42","1747.444402","72.62","0.846493","103.750222","813.5","0.29777","","49","1.15848","0.877109","0.813883","47.05","0.91373","","3.3662","2.695","0.87575","7.440997","49.24","1.763669","0.3845","2.185","27.551","30.6264","2.2504","0.874991","3.64","0.1679","1.72","1.785","3.7531","7.922497","1.5633","0.565203","1.095865","25.27","","0.0354924605286","5.88553","26.38","","1","NaN","0.11575","0.886997","0.715","3.600745"
"1994-04-14","3.671","","1","0.875489","1.383125","","0.873638","0.056363","0.376","","0.3941927272727","1.376999","1.442498","422","8.7298","827.96","0.87787","29.853","0.875587","6.704494","","0.874464","0.835586","0.928817","0.89271","0.677873","0.736169","7.7265","6.2995","103.650203","2155.63","0.884711","NaN","31.42","1748.420831","72.46","0.843575","104.249582","812.6","0.29761","","48.95","1.15848","0.873638","0.813882","46.99","0.912477","","3.3666","2.685","0.872165","7.424994","49.24","1.763042","0.3845","2.18","27.55","30.6264","2.2502","0.872247","3.64","0.1679","1.72","1.785","3.76","7.941693","1.5618","0.564644","1.095531","25.27","","0.0362056985245","5.91544","26.37","","1","NaN","0.1159","0.88404","0.7147","3.615796"
"1994-04-15","3.671","","1","0.875201","1.383894","","0.873641","0.05553","0.376","","0.4017709090909","1.383505","1.452004","421.81","8.7398","827.44","0.877829","29.778","0.875334","6.713519","","0.874463","0.839075","0.926045","0.893064","0.679119","0.735938","7.7265","6.2853","103.639918","2159","0.887683","2.987","31.37","1748.697043","72.49","0.845163","103.820366","812.4","","","49","1.15848","0.873641","0.813882","46.82","0.912624","","3.3645","2.6885","0.871941","7.423018","49.24","1.761809","0.3845","2.18","27.55","30.6264","2.2484","0.871901","3.64","0.1679","1.71","1.787","3.76","7.927022","1.5605","0.562728","1.093175","25.28","","0.035145950536","5.92629","26.38","","1","4.7475","0.11605","0.884549","0.7148","3.622758"
"1994-04-16","","","","","","","","","","","NaN","","","NaN","","827.93","","","","","","","","","","","","","NaN","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","1.71","NaN","","","","","","","","","","","","1","NaN","","","",""
"1994-04-17","","","","","","","","","","","NaN","","","NaN","","827.93","","","","","","","","","","","","","NaN","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","NaN","NaN","","","","","","","","","","","","1","NaN","","","",""
"1994-04-18","3.671","","1","0.87476","1.383125","","0.872892","0.053307","0.376","","0.4094836363636","1.384495","1.451997","423.4","8.7152","827.93","0.877733","29.766","0.874818","6.710477","","0.875024","0.83901","0.925871","0.892693","0.678424","0.735199","7.7268","6.2818","103.679577","2158.25","0.886809","2.991","31.37","1747.92148","72.46","0.843144","103.399388","812","0.29771","","48.98","1.15848","0.872892","0.813882","46.72","0.913084","","3.368","2.6915","0.871527","7.415979","49.24","1.757464","0.3845","2.18","27.535","30.6264","2.2507","0.869452","3.64","0.1679","NaN","1.787","3.7534","7.898973","1.5592","0.562813","1.093905","25.28","","0.0351456628189","5.91117","26.39","","1","NaN","0.1162","0.883876","0.7144","3.643241"
"1994-04-19","3.671","","1","0.87011","1.40016","","0.868555","0.053944","0.376","","0.4173527272727","1.390997","1.442499","424.81","8.7145","829.47","0.874678","29.787","0.870216","6.679483","","0.872931","0.837388","0.927386","0.889553","0.677046","0.731649","7.7278","6.291","103.529712","2158.13","0.881455","2.988","31.37","","72.19","0.840573","102.899469","812.2","0.29753","","48.9","1.15848","0.868555","0.81246","46.67","0.911797","","3.3686","2.6858","0.867217","7.387978","49.24","1.766784","0.3845","2.18","27.535","30.6264","2.2532","0.867208","3.64","0.1682","1.71","1.787","3.752","7.938979","1.5595","0.563241","1.094271","25.25","","0.0316202346686","5.92816","26.4","","1","NaN","","0.880227","0.7119","3.56699"
"1994-04-20","3.671","","1","0.867057","1.394698","","0.865951","0.054117","0.376","","0.4253454545455","1.386491","1.441492","422.42","8.7137","831.24","0.872667","29.745","0.867148","6.656477","","0.867869","0.835103","0.924189","0.888378","0.674215","0.72886","7.7275","6.28","103.26004","2157.25","0.881209","2.98","31.42","1749.862531","72.07","0.839994","103.319728","811.6","0.29753","","49.0375","1.15848","0.865951","0.809614","46.38","0.909943","","3.369","2.6895","0.864221","7.364977","49.24","1.763037","0.3845","2.18","27.535","30.6264","2.2483","0.865561","3.64","0.1679","1.71","1.792","3.7541","7.937272","1.559","0.560134","1.092977","25.2475","","0.0307820934826","5.93092","26.39","","1","NaN","0.11635","0.87777","0.7123","3.582734"
"1994-04-21","3.671","","1","0.8635","1.404102","","0.861803","0.054848","0.376","","NaN","1.381006","1.433504","422.92","8.7125","834.3","0.866651","29.618","0.863573","6.62551","","0.862549","0.827715","0.920998","0.883093","0.668897","0.726017","7.727","6.2353","102.92967","2159.75","0.877801","2.972","31.37","1742.159315","","0.835711","102.859812","810.6","0.29719","","48.85","1.15848","0.861803","0.811037","46.23","0.904719","","3.3694","2.6905","0.861548","7.32801","49.24","1.76367","0.3845","2.18","27.535","30.6264","2.2474","0.861076","3.64","0.1677","1.7","1.792","3.7537","7.903011","1.56","0.558869","1.089789","25.24","","0.029673326464","5.91193","26.39","","1","NaN","0.1165","0.873225","0.7095","3.595802"
"1994-04-22","3.671","","1","0.865534","1.393342","","0.8636","0.055294","0.376","","0.4333927272727","1.377303","1.436005","424.46","8.7125","838.25","0.86934","29.522","0.865618","6.635503","","0.865517","0.827654","0.922007","0.884311","0.671051","0.728217","7.7279","6.2036","103.129758","2160.63","0.878287","2.991","31.37","1748.278086","71.88","0.836769","103.919853","810.6","","","48.92","1.15848","0.8636","0.806768","45.83","0.904858","","3.3698","2.6905","0.863453","7.3415","49.24","1.744588","0.3845","2.18","27.535","30.6264","2.2412","0.863619","3.64","0.1677","1.69","1.81","3.7556","7.875804","1.5595","0.555858","1.086736","25.24","","NaN","5.91403","26.38","","1","4.7645","0.11665","0.874967","0.712","3.611348"
"1994-04-23","","","","","","","","","","","NaN","","","NaN","","836.96","","","","","","","","","","","","","NaN","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","1.69","NaN","","","","","","","","","","","","1","NaN","","","",""
"1994-04-24","","","","","","","","","","","NaN","","","NaN","","836.96","","","","","","","","","","","","","NaN","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","NaN","NaN","","","","","","","","","","","","1","NaN","","","",""
"1994-04-25","3.671","","1","0.858629","1.397231","","0.857401","0.055775","0.376","","0.4413890909091","1.381497","1.430497","426.22","8.7409","836.96","0.864283","29.572","0.858714","6.595496","","0.85897","0.823206","0.92066","0.879173","0.669343","0.723052","7.727","6.2278","102.73994","2160.25","0.874294","2.995","31.42","1741.978626","71.51","0.831211","102.979859","810.4","0.29719","","48.99","1.15848","0.857401","0.809614","45.95","0.903207","","3.359","2.6915","0.856646","7.2955","49.24","1.742157","0.3845","2.18","27.535","30.6264","2.2472","0.85883","3.64","0.1676","NaN","1.81","3.7525","7.867495","1.5568","0.557869","1.0875","25.23","","0.0339590052069","5.93087","26.41","","1","NaN","0.1168","0.86927","0.7091","3.612245"
"1994-04-26","3.671","","1","0.861172","1.39237","","0.85957","0.056564","0.376","","0.44936","1.377001","1.439095","425.41","8.7094","835.4","0.865991","29.432","0.86127","6.613495","","0.860708","0.825309","0.919315","0.881155","0.669658","0.724959","7.726","6.185","102.860329","2160.25","0.875742","3.007","31.37","1750.292196","71.66","0.831376","103.079885","810.6","0.29719","","48.92","1.15848","0.85957","0.806769","45.46","0.902192","","3.31","2.6935","0.859505","7.312998","49.24","1.743677","0.3845","2.18","27.535","30.6264","2.2403","0.862471","3.64","0.167","1.69","1.81","3.7564","7.855294","1.555","0.553511","1.083848","25.24","","0.0346782892043","5.92656","26.4","","1","NaN","0.11695","0.871255","0.7096","3.58625"
"1994-04-27","3.671","","1","0.855866","1.397621","","0.854549","0.057038","0.376","","0.4574654545455","1.375199","1.428498","426.29","8.7277","837.31","0.861362","29.479","0.855901","6.589482","","0.856111","0.822423","0.91494","0.876778","0.66348","0.721906","7.726","6.2072","102.580053","2160","0.869562","3.013","31.42","1744.016711","71.32","0.831633","102.749861","810.4","0.29694","","48.85","1.15848","0.854549","0.808191","45.6","0.898885","","3.273","2.694","0.85374","7.274977","49.24","1.743675","0.3845","2.18","27.535","30.6264","2.2453","0.858229","3.64","0.1665","1.68","1.82","3.7536","7.822379","1.5554","0.555184","1.084612","25.24","","0.0325093568062","5.93084","26.4","","1","NaN","0.1171","0.866371","0.7076","3.579992"
"1994-04-28","3.671","","1","0.857031","1.401932","","0.855419","0.057244","0.376","","0.4652981818182","1.378505","1.4305","428.12","8.7272","838.28","0.861148","29.389","0.857181","6.582504","","0.856622","0.821223","0.913934","0.876735","0.665558","0.722994","7.7255","6.1817","102.600184","2158.5","0.869982","3.009","31.37","1746.678077","71.29","0.829895","102.099915","810.2","0.29683","","48.8","1.15848","0.855419","0.805345","45.33","0.898886","","3.28","2.692","0.854378","7.273006","49.24","1.743068","0.3845","2.18","27.457","30.6264","2.2393","0.858232","3.64","0.166","1.67","1.82","3.7525","7.764605","1.555","0.555185","1.081924","25.24","","0.0334415370476","5.92696","26.45","","1","NaN","0.11725","0.867017","0.7067","3.560006"
"1994-04-29","3.671","","0.999","0.849109","1.402526","","0.847548","0.056883","0.376","","0.4735527272727","1.383504","1.412303","427","8.7247","837.27","NaN","29.441","0.849256","6.519401","","0.85074","0.81329","0.904851","0.867969","0.661376","0.716508","7.7253","6.1891","102.229573","2156.5","0.863063","3","31.37","1738.92","70.87","0.822886","100.950253","810.5","","","48.75","1.15848","0.847548","0.803923","45.32","0.897917","","3.28","2.6785","0.846028","7.204502","49.26","1.734608","0.3845","2.175","27.277","30.6264","2.2418","0.852296","3.64","0.1659","1.67","1.82","3.7504","7.685201","1.5552","0.552519","1.082754","25.24","","0.0341208866741","5.93973","26.42","","1","4.778","0.11765","0.85918","0.7035","3.529246"
"1994-04-30","","","","","","","","","","","NaN","","","NaN","","836.86","","","","","","","","","","","","","NaN","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","1.66","NaN","","","","","","","","","","","","1","NaN","","","",""
"1994-05-01","","","","","","","","","","","NaN","","","NaN","","836.86","","","","","","","","","","","","","NaN","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","NaN","NaN","","","","","","","","","","","","1","NaN","","","",""
"1994-05-02","3.671","","0.999","0.846201","1.402527","","0.844572","","0.376","","0.48128","1.381495","1.406002","426.13","8.7097","836.86","0.850938","29.289","0.846289","6.479992","","0.846188","0.810764","0.899131","0.863851","0.659935","0.712398","7.7253","6.1445","102.009895","2156.5","0.859673","2.998","31.38","1744.94011","70.63","0.81989","101.949975","810.7","0.29642","","48.75","1.15848","0.844572","0.801077","","0.888497","","3.27","2.678","0.842896","7.171988","49.26","1.733098","0.3845","2.175","27.055","30.6264","NaN","0.849053","3.64","","NaN","1.82","3.7508","7.61539","1.554","0.548836","1.078173","25.19","","0.0341207991645","5.92423","26.42","","1","NaN","0.1182","0.856003","NaN","NaN"
"1994-05-03","3.671","","0.9992","0.841185","1.412022","","0.839736","0.056637","0.376","","0.4891381818182","1.382491","1.402497","425.13","8.6984","838.04","0.850936","29.199","0.841328","6.450478","","0.842354","0.809861","0.899298","0.859657","0.661898","0.711135","7.7253","6.1142","101.770304","2154.6","0.860429","3.001","31.37","1746.869449","70.41","0.819408","101.269741","811.1","0.29642","","48.77","1.15848","0.839736","0.801077","","0.889887","","3.31","2.6738","0.838492","7.141974","49.26","1.739127","0.3845","2.175","27.101","30.6264","NaN","0.845859","3.64","0.1658","NaN","1.82","3.76","7.627775","1.5539","0.548838","1.075451","25.18","","0.0363134870553","5.92868","26.46","","1","NaN","0.1235","0.852748","0.701","3.535739"
"1994-05-04","3.671","","0.9992","0.843513","1.414027","","0.841846","0.056524","0.376","","0.4971454545455","1.386203","1.405296","425.02","8.6936","839.14","0.850642","29.127","0.843631","6.455497","","0.841794","0.815994","0.900141","0.861718","0.663086","0.713074","7.7265","6.1091","101.79993","2154.5","0.864885","3.004","31.37","1750.304658","70.52","0.821739","101.250118","810.3","0.29607","","48.8","1.15848","0.841846","0.798231","44.96","0.889888","","3.312","2.6785","0.840718","7.160993","49.26","1.736107","0.3845","2.175","27.161","30.6264","2.2182","0.848206","3.64","0.1659","NaN","1.82","3.7556","7.629597","1.556","0.542927","1.073125","25.21","","0.0359389990509","5.92757","26.46","","1","NaN","0.1265","0.855074","0.7017","3.604246"
"1994-05-05","3.671","","0.999","0.854196","1.395281","","0.853001","0.056446","0.376","","0.5052836363636","1.386003","1.420497","425.9","8.6882","841","0.861016","29.096","0.854471","6.545497","","0.849157","0.828796","0.912419","0.873533","0.668896","0.721878","7.7264","6.1058","102.31978","2156.25","0.876225","3.012","31.37","1763.438867","71.23","0.835565","102.849916","810.3","0.29654","","48.8","1.15848","0.853001","0.798232","44.69","0.895466","","NaN","2.655","0.851745","7.258493","49.26","1.728608","0.3845","2.185","27.232","30.6264","2.2368","0.854291","3.64","0.1658","1.64","1.82","3.7525","7.747597","1.558","0.543613","1.073226","25.23","","0.0359389996708","5.91605","26.53","","1","NaN","0.128","0.866236","0.7074","3.631252"
"1994-05-06","3.671","","0.999","0.853108","1.395679","","0.85195","0.056325","0.376","","0.5135781818182","1.3815","1.420699","425.5","8.6864","841.25","0.860672","29.283","0.853603","6.532013","","0.85345","0.825131","0.91116","0.872315","0.668451","0.721293","7.7267","6.1801","102.419878","2158.5","0.872854","3.019","31.38","1763.693373","71.3","0.827908","102.949847","809.2","","","48.85","1.15848","0.85195","0.805345","45.38","NaN","","3.32","2.642","0.850567","7.240509","49.26","1.731609","0.3845","2.185","27.154","30.6264","2.2434","0.857585","3.64","0.1656","1.66","1.854","3.7525","7.712514","1.5555","0.550817","1.078668","25.2","","0.0336443410826","5.92641","26.55","","1","4.802","0.12894","0.864551","0.7075","3.578756"
"1994-05-07","","","","","","","","","","","NaN","","","NaN","","841.7","","","","","","","","","","","","","NaN","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","1.67","NaN","","","","","","","","","","","","1","NaN","","","",""
"1994-05-08","","","","","","","","","","","NaN","","","NaN","","841.7","","","","","","","","","","","","","NaN","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","NaN","NaN","","","","","","","","","","","","1","NaN","","","",""
"1994-05-09","3.671","","0.999","0.847585","1.394702","","0.84631","0.056279","0.376","","0.5220109090909","1.3785","1.414006","427.06","8.6853","841.7","0.856336","29.316","0.847979","6.491513","","0.847415","0.819121","0.906367","0.866446","0.669121","0.717272","7.7274","6.1993","102.04992","2159.5","0.868912","3.009","31.37","1744.005091","70.99","0.821416","102.700566","809.6","0.29743","","48.9","1.15848","0.84631","0.805345","45.4","0.898889","","3.338","2.6115","0.845031","7.195512","49.26","1.727116","0.3845","2.185","NaN","30.6565","2.246","0.853644","3.64","0.1658","NaN","1.854","3.7525","7.672216","1.5497","0.551476","1.079965","25.21","","0.0348621353549","5.92641","26.64","","1","NaN","0.12948","0.859505","0.705","3.617254"
"1994-05-10","3.671","","0.9995","0.853037","1.386585","","0.851579","0.056313","0.376","","0.5306763636364","1.378006","1.425505","426.05","8.684","841.27","0.85739","29.175","0.853349","6.530524","","0.850383","0.82351","0.911414","0.871707","0.66966","0.721734","7.7265","6.1639","102.220264","2161","0.872735","3.012","31.37","1754.293607","71.18","0.822306","103.850473","811.5","0.29743","","48.89","1.15848","0.851579","0.802499","45.03","0.894196","","3.335","2.6165","0.850297","7.242026","49.26","1.725629","0.3845","2.185","27.153","30.6565","2.2389","0.859282","3.64","0.1655","1.66","1.854","3.7525","7.717428","1.5535","0.547111","1.07648","25.23","","0.0351209482342","5.91957","26.77","","1","NaN","0.12992","0.863916","0.708","3.615013"
"1994-05-11","3.671","","1","0.858846","1.386003","","0.857462","0.056269","0.376","","0.5395963636364","1.376999","1.434993","425.59","8.6829","841.33","0.862057","29.243","0.859225","6.575489","","0.855497","0.831979","0.918136","0.878105","0.672856","0.727424","7.726","6.1828","102.529972","2162","0.874053","3.021","31.37","1755.460357","71.46","0.830244","104.45007","810","0.29815","","49.03","1.15848","0.857462","0.806768","45.24","0.898816","","3.325","2.613","0.856009","7.286484","49.26","1.719685","0.3845","2.185","27.089","30.6565","2.246","0.865662","3.64","0.1655","1.66","1.859","3.7525","7.793287","1.5537","0.54999","1.078105","25.25","","0.0342606705991","5.92547","26.78","","1","NaN","0.13047","0.870004","0.7102","3.642246"
"1994-05-12","3.671","","0.9995","NaN","NaN","","NaN","0.056249","0.376","","0.5486654545455","NaN","NaN","425.39","8.712","841.92","NaN","NaN","NaN","NaN","","NaN","NaN","NaN","NaN","NaN","NaN","7.7262","6.2185","NaN","2162","NaN","3.009","31.373","1746.893088","","NaN","NaN","809.4","0.29795","","48.95","NaN","NaN","NaN","45.41","NaN","","3.33","2.612","NaN","NaN","49.26","NaN","0.3845","2.185","27.093","30.6866","NaN","NaN","3.64","0.1658","1.67","1.859","3.7525","NaN","1.5535","NaN","NaN","25.25","","NaN","5.91824","26.88","","1","NaN","0.1311","NaN","0.7093","NaN"
"1994-05-13","3.671","","0.999","0.854779","1.383699","","0.853313","0.056088","0.376","","0.5579236363636","1.376704","1.427503","424.53","8.681","843.24","0.861495","29.293","0.855137","6.542011","","0.855646","0.828316","0.914103","0.874449","0.667914","0.724961","7.7265","6.1894","103.530277","2162","0.869089","3.011","31.37","","71.45","0.826296","104.969917","809.1","","","49.25","1.15848","0.853313","0.806768","45.23","0.899165","","3.322","2.61","0.851883","7.245509","49.26","1.712332","0.3845","2.185","27.111","30.6866","2.2532","0.85928","3.64","0.1658","1.67","1.869","3.7525","7.765813","1.5542","0.553367","1.080395","25.25","","0.0334745271177","5.91404","26.82","","1","4.824","0.13181","0.865688","0.7108","NaN"
"1994-05-14","","","","","","","","","","","NaN","","","NaN","","842.23","","","","","","","","","","","","","NaN","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","1.67","NaN","","","","","","","","","","","","1","NaN","","","",""
"1994-05-15","","","","","","","","","","","NaN","","","NaN","","842.23","","","","","","","","","","","","","NaN","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","NaN","NaN","","","","","","","","","","","","1","NaN","","","",""
"1994-05-16","3.671","","0.9995","0.855356","1.379875","","0.853866","0.05593","0.376","","0.5673345454545","1.373993","1.426494","424.28","8.6806","842.23","0.862971","29.36","0.855644","6.546474","","0.856772","0.830776","0.91763","0.874825","0.66591","0.726864","7.7275","6.2078","103.670114","2162.93","0.865825","NaN","31.38","1748.230979","71.53","0.830428","104.469622","809.2","0.29809","","49.25","1.15848","0.853866","0.808191","45.33","0.899403","","3.33","2.6125","0.852468","7.251468","49.26","1.707933","0.3845","2.185","27.095","30.6866","2.2568","0.860523","3.64","0.1658","NaN","1.869","3.7525","7.786668","1.5505","0.553267","1.081757","25.23","","0.0321626561336","5.92234","26.81","","1","NaN","","0.866206","0.7105","3.658732"
"1994-05-17","3.671","","0.9995","0.854195","1.370799","","0.852752","0.055332","0.376","","0.5769054545455","1.378498","1.423893","424.02","8.6807","842.23","0.861145","29.394","0.854418","6.544986","","0.854778","0.831679","0.916959","0.873455","0.665202","0.727277","7.727","6.2276","103.510168","2162.98","0.864354","3.009","31.373","1748.473731","71.42","0.827879","104.799882","809.5","0.29809","","49.3","1.15848","0.852752","0.808191","45.36","0.898606","","3.331","2.617","0.851244","7.242485","49.26","1.7059","0.3845","2.185","27.081","30.6866","2.2592","0.859377","3.64","0.1658","1.68","1.869","3.7525","7.781484","1.5503","0.554269","1.082386","25.23","","0.0329999048501","5.92669","26.86","","1","NaN","0.13273","0.865","0.7103","3.658239"
"1994-05-18","3.671","","0.999","0.851147","1.368931","","0.849348","0.054609","0.376","","0.5866436363636","1.377201","1.414803","424.02","8.6805","842.21","0.858209","29.359","0.851304","6.518023","","0.85202","0.826515","0.913264","0.869039","0.664366","0.724874","7.7265","6.2197","103.250233","2163.05","0.860492","3.01","31.375","1742.662618","71.11","0.822306","103.800696","809.5","0.29809","","49.4","1.15848","0.849348","0.808191","45.25","0.898612","","3.334","2.6088","0.847801","7.210529","49.26","1.706488","0.3845","2.185","27.056","30.6866","2.2579","0.856489","3.64","0.1658","1.67","1.877","3.7525","7.717227","1.543","0.552962","1.081259","25.22","","0.0333766927397","5.91313","26.86","","1","NaN","0.13366","0.861445","0.7077","3.66476"
"1994-05-19","3.671","","0.999","0.845623","1.371741","","0.843584","0.054191","0.376","","0.5965381818182","1.376006","1.410306","423.54","8.6804","842.83","0.854046","29.272","0.845934","6.478015","","0.846806","0.819842","0.909226","0.863412","0.663132","0.722731","7.7255","6.1861","102.869891","2162.2","0.856255","3.009","31.42","1744.874702","70.82","0.818085","103.620123","809.4","0.29809","","49.15","1.15848","0.843584","0.805345","45.07","0.891288","","3.316","2.595","0.8424","7.163013","49.26","1.705903","0.3845","2.185","27.05","30.7267","2.2546","0.851599","3.64","0.1658","1.67","1.877","3.7525","7.681817","1.5355","0.550742","1.078902","25.23","","0.0333766400603","5.91834","26.8","","1","NaN","0.1346","0.856428","0.7061","3.666755"
