2,1615381800,166.0,83925,165.0,9911
6,1615381800,,0,182704.0,2
8,1615381800,,0,183317.0,3
10,1615381800,,0,182502.0,3
12,1615381800,,0,198183.0,3
28,1615381800,,0,4.0,1
30,1615381800,550.0,4,,0
36,1615381800,175.0,10,32.0,5
41,1615381800,,0,22.0,6000
42,1615381800,38.0,330,,0
43,1615381800,80.0,15164,75.0,33
44,1615381800,224.0,100,217.0,110
45,1615381800,20.0,5,20.0,9
46,1615381800,35.0,474,35.0,474
52,1615381800,1.0,19070,,0
53,1615381800,6.0,11775,6.0,7000
54,1615381800,19.0,1,,0
60,1615381800,43.0,90,,0
62,1615381800,72.0,505,66.0,2811
66,1615381800,315.0,10000,313.0,2863
70,1615381800,1027.0,2857,1015.0,16
91,1615381800,90.0,42,81.0,1731
93,1615381800,,0,52.0,25
95,1615381800,182.0,50,178.0,38
97,1615381800,880.0,42,840.0,10
99,1615381800,7199.0,1785,7183.0,199
101,1615381800,,0,758.0,242
103,1615381800,,0,1805.0,12
105,1615381800,1436.0,3672,1427.0,162
107,1615381800,1800.0,2001,1775.0,9
109,1615381800,640.0,1080,,0
113,1615381800,356.0,470,344.0,2
115,1615381800,,0,250.0,1
117,1615381800,,0,166.0,4
139,1615381800,7400.0,30,7063.0,265
141,1615381800,,0,4701.0,11
143,1615381800,,0,2333.0,1
157,1615381800,1225.0,1,1169.0,1846
163,1615381800,,0,676.0,1
165,1615381800,,0,438.0,2
169,1615381800,,0,209.0,480
171,1615381800,,0,95.0,3
173,1615381800,82.0,41,62.0,1
175,1615381800,138.0,1,,0
181,1615381800,,0,201.0,1
187,1615381800,,0,250.0,4
199,1615381800,,0,21.0,146
201,1615381800,24.0,1461,23.0,42
203,1615381800,122.0,40,122.0,185
205,1615381800,775.0,10,751.0,180
207,1615381800,7000.0,72,7015.0,1435
209,1615381800,683.0,44,676.0,673
211,1615381800,1705.0,1702,1701.0,603
213,1615381800,1342.0,1,1318.0,900
215,1615381800,1638.0,1,1630.0,824
217,1615381800,,0,500.0,650
219,1615381800,,0,7642.0,339
221,1615381800,3.0,1743,,0
223,1615381800,499.0,408,475.0,174
225,1615381800,,0,728.0,1160
227,1615381800,3.0,14489,3.0,2100
229,1615381800,3.0,39,3.0,1319
231,1615381800,430.0,2971,420.0,9648
233,1615381800,148.0,4,,0
237,1615381800,230.0,1,223.0,111
239,1615381800,270.0,502,263.0,643
245,1615381800,,0,1376.0,228
247,1615381800,262.0,1,,0
249,1615381800,31.0,1,30.0,84
251,1615381800,27.0,3,26.0,49
253,1615381800,134.0,3,133.0,63
255,1615381800,793.0,1,765.0,198
257,1615381800,7104.0,719,7075.0,957
259,1615381800,707.0,12,704.0,27
261,1615381800,1738.0,3604,1721.0,6876
263,1615381800,1329.0,1,1312.0,3411
265,1615381800,1652.0,3830,1650.0,22
267,1615381800,,0,483.0,140
269,1615381800,,0,7690.0,120
288,1615381800,400.0,2,,0
299,1615381800,,0,365.0,40
301,1615381800,154.0,4,159.0,1
303,1615381800,131.0,7,90.0,1
307,1615381800,80.0,44,45.0,4
309,1615381800,48.0,4,,0
311,1615381800,,0,150.0,2
313,1615381800,,0,5.0,10
314,1615381800,3.0,147639,2.0,57140
315,1615381800,,0,21.0,1
319,1615381800,,0,170.0,128
321,1615381800,,0,105.0,15
327,1615381800,40.0,1,40.0,100
329,1615381800,109.0,763,107.0,21
331,1615381800,94.0,200,92.0,15
333,1615381800,27.0,20,23.0,17
335,1615381800,62.0,4,61.0,17
341,1615381800,750.0,21,106.0,1
345,1615381800,,0,79.0,7
353,1615381800,,0,55.0,3
355,1615381800,,0,15.0,2
359,1615381800,,0,90.0,293
361,1615381800,107.0,3521,,0
365,1615381800,205.0,37,,0
371,1615381800,369.0,8,366.0,184
373,1615381800,390.0,12371,381.0,1110
377,1615381800,194.0,1,191.0,849
379,1615381800,200.0,3094,192.0,6578
383,1615381800,584.0,2497,579.0,769
385,1615381800,726.0,19106,724.0,6124
389,1615381800,,0,1071.0,15
391,1615381800,1177.0,1231,1175.0,8309
395,1615381800,,0,655.0,187
397,1615381800,,0,871.0,140
401,1615381800,21.0,4,21.0,1500
407,1615381800,97.0,2,,0
428,1615381800,,0,62.0,2
434,1615381800,,0,100.0,3
436,1615381800,85.0,57,80.0,6
438,1615381800,,0,88.0,22
440,1615381800,45.0,5937,43.0,17787
442,1615381800,39.0,3989,39.0,8938
444,1615381800,155.0,49131,155.0,2843
447,1615381800,92.0,4716,92.0,13085
449,1615381800,980.0,717,976.0,4012
451,1615381800,11198.0,390,11110.0,8850
